nmax,nmax,nmax,nmax,krb(0),krb(0),krb(0),krb(0),krb(1),krb(1),krb(1),krb(2),krb(2),krb(2),cfall(0),cfall(0),cfall(0),cfall(0),cfall(1),cfall(1),cfall(1),cfall(2),cfall(2),cfall(2),nfall(0),nfall(0),nfall(0),nfall(0),nfall(1),nfall(1),nfall(1),nfall(2),nfall(2),nfall(2),micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
3.942568257637718,1.3472553527541355,0.9525362595370954,2.9116168474655346,-5.56080055324975,-3.692755498621204,-2.843318891338761,-4.8662373499215,-5.631066559017131,-4.357446366484334,-6.122358255953681,-8.360635556790266,-6.620684511408495,-3.531371404166291,0.0012972809796728568,0.04161637954663889,0.02274711127689136,0.018414065827609478,0.003730543408257479,0.005536828055253472,0.0037385132597020317,0.0056402034941460035,0.0012196026045874176,0.0232485277605882,0.009805402884798635,0.04791877160249921,0.020867977425103334,0.007981201427728617,0.0013420303652764273,0.0013577553893152153,0.005184605708864061,0.0027861876019039935,0.007946313724261207,0.007555594598327262,0.5098923310161381,0.7237392414463426,0.5054204616186971,0.0016558770963755747,7.298618328483182e-05
3.921642881481625,1.4749254550071933,1.1672770979236922,3.86483478406877,-6.793996648761588,-2.767893513135761,-2.669497805064391,-3.867961969237747,-5.416651666423645,-4.726651691747312,-6.405545054328075,-6.715410022483841,-6.851919633957772,-3.4503094009576856,0.001268720375488129,0.04440775013590993,0.028422996364625103,0.02128649368498404,0.003551692704026232,0.004242834202970836,0.0042752407472396335,0.005636964899694728,0.0011502927491278442,0.026081864991992488,0.008774657199897696,0.044083537921235025,0.01733227318528213,0.006180397041141257,0.001259837322212335,0.0011803517256744555,0.00508495467260911,0.0033162079937609605,0.008688440665001608,0.008611491201701021,0.4743133613749624,0.7482819738491084,0.549492585099066,0.0020151032728579635,5.645365843391702e-05
3.504913826095831,1.3480880223201326,1.1288946656096308,4.191360823495951,-6.392408638768316,-3.865950446115372,-2.787706647187934,-5.016850822246666,-5.3893953667158,-4.286254688729873,-6.395554163258998,-7.439761252387361,-6.797607432966926,-2.5638797265821616,0.0012606400258834457,0.05224139504513842,0.022238654060338762,0.020685730704602976,0.002736510625251983,0.004182679839467713,0.0031437434678804306,0.00530171683496032,0.0010607497135911319,0.03104768723616538,0.009202740952131219,0.04173525024436635,0.016046219639857785,0.007051633438695122,0.001173699952103543,0.001194089310019515,0.004178117987625735,0.0030246140593482244,0.008189314894442534,0.009085769275324238,0.3730751980022545,0.68946379361174,0.5517106140328569,0.002262535306492406,6.380324925699452e-05
3.7726021623012462,1.8441469534089898,0.8747684244009294,4.0909384935037565,-5.953005300896363,-3.348990861680133,-2.432698201578321,-4.20600848802381,-4.82921196722366,-4.828878827843316,-7.239349480563726,-8.384060182357977,-7.251550113335081,-3.524318819177321,0.0009260786184236982,0.05336957891245593,0.028202022685447962,0.01940458786250743,0.0030225437915923025,0.005205518192788228,0.00380579553634278,0.005254905489548139,0.001133036983760511,0.023681642824098733,0.009101276648476665,0.043159572891076844,0.017134876381038427,0.006309033943949783,0.0011340175875058577,0.001381509326941634,0.0056737720033958865,0.0036646415456019856,0.00824625513741493,0.008718609571575676,0.39642126068707756,0.6722656865222506,0.45401288262321193,0.0023227212687961783,6.72498158068897e-05
3.7654664771917474,1.810622244551336,0.8341900640511334,3.207202767993033,-6.489322617229721,-3.0229731713201966,-2.578203263350811,-4.80715410393477,-4.06652615825015,-5.716811930966383,-6.554316810435,-7.985850396175929,-5.118057546084775,-2.8568279691627656,0.0012517294482207184,0.04099289065701357,0.020087935119159673,0.021685606193898362,0.0035915678309416613,0.004681325071848717,0.0031369088607707714,0.004446645186344654,0.0012408299399316758,0.026759084244958417,0.009492289213200257,0.05301579881173481,0.02009105061190254,0.006367456898008133,0.0012469476181534965,0.0015950890733932264,0.005501705136450276,0.003204130012208687,0.006550649697264349,0.007777732382165801,0.367328355767234,0.7411603356251957,0.546315055948123,0.0019451460975938551,5.8594953709216244e-05
3.436641092083754,1.3503262609698952,0.8229580591946927,3.6351220821891888,-5.003038875701234,-2.819220042114402,-3.397835972185743,-5.39998409836097,-4.1689089993497985,-4.176194969206612,-7.231164467079926,-8.916292813356707,-6.234641175186541,-3.1034226654154207,0.0012580985016178024,0.0461717004575274,0.027928099620315887,0.022672705855801473,0.0027887031399880147,0.004200423516456361,0.0032041372319118193,0.004835109511876904,0.0012902099116589205,0.02214674453199461,0.010566458513102688,0.05033039299466617,0.019032327689637803,0.006698880856915024,0.001553424929536455,0.0016425641093476453,0.004755935645450387,0.002776690825625923,0.00767443562108914,0.007039317112478057,0.4595538007867437,0.5325087072421847,0.6438004354579783,0.0018785685199300085,6.948442494201726e-05
3.3655474169015593,1.4442213333965115,1.1356223356547046,3.0465962176984163,-4.948986044194345,-3.0019595079464323,-2.9534395695776667,-5.35214606666885,-4.643763057120626,-5.977093084733896,-6.148457704186654,-7.6678872598942505,-5.468157130904648,-3.684239893485266,0.001168561804163341,0.04452246721172362,0.020374673750017083,0.016737602855182315,0.0028143195344402503,0.005274511566134821,0.004141525616424776,0.006080844765065716,0.0009500722676777355,0.030532736635020416,0.009297324128994262,0.037530903745982516,0.014358206247975546,0.007423975750165499,0.0012336650255909377,0.0012932177360069114,0.00468245662715962,0.0031143127211483114,0.006674932388780873,0.006217103891216579,0.43753180150488347,0.5371491875780967,0.6322303882168955,0.001964900753372531,7.684969957326388e-05
3.6107390082119215,1.7527394700253653,0.8069165355055852,3.2446643887714304,-6.415404609047622,-3.907843147976852,-3.411673910001584,-5.476994920944889,-5.366383655991137,-4.247126892348181,-6.919701094283955,-8.42500943116141,-5.948545659874698,-3.317375370710713,0.001184204576997809,0.042843709952503375,0.020453577621230214,0.019383925032576944,0.003668934671812051,0.0054555998881351386,0.0033628182032543795,0.006106301777791276,0.001192054693523491,0.026317940728570372,0.011485008713399417,0.045969484119130787,0.01569755076327508,0.008516780713539266,0.001590158494324007,0.0013673500406168949,0.004601930826148458,0.0038489743181558955,0.006443237916206393,0.008189367773190657,0.4955133028950592,0.5214371572014492,0.5322611654918894,0.0022927342137502287,7.201564759386241e-05
3.359094866504056,1.2784478045748031,1.1853455605139043,3.2353577213324836,-4.911847290776524,-3.4222507710449763,-3.021597845727703,-5.576082779741738,-4.087619974775653,-4.974056522734214,-6.385085365264815,-7.856660804712451,-5.501512410847413,-3.457781095527312,0.0009373166011402349,0.04350644084457707,0.021562077820175798,0.018532444054748142,0.0031093049050872506,0.004102258318410338,0.0032244487782397743,0.004481355293029885,0.0013999588646100981,0.02889294474802895,0.01163881025399928,0.03897598553488239,0.016594263035647427,0.006191512151325025,0.0011555137066853263,0.0011671376292460474,0.004821683469630587,0.003341752723441892,0.006723738593381047,0.008543039534664025,0.5147135877396926,0.6270955154531557,0.5211088249815873,0.0021882716818179405,6.928460626319981e-05
3.655552294801518,1.391058064420706,1.158320040913937,3.925504579002923,-5.851960661943325,-3.9903249009867627,-2.663197734735988,-5.384240108060239,-5.494044663680996,-5.542129732855815,-5.680652527420145,-7.6090177635210186,-7.294794748848814,-3.2882771900947705,0.0011568238399944572,0.05877841294182863,0.02052898117908101,0.017398392812876775,0.0037187340474304177,0.004303812117380772,0.004144514195278415,0.006127408158312772,0.001198072293667924,0.025895707257066573,0.009131432256694764,0.04169558198847232,0.018811677877244748,0.006440889462045456,0.0014929536075942414,0.0016183543922903448,0.005721492540529713,0.0036153612934174345,0.006987704343071885,0.007787776845281126,0.5006171742730502,0.6746594781244755,0.6301404065367069,0.0021684189108773203,6.182526268994202e-05
3.1691888392493013,1.3193789973781271,0.9335492536795162,3.603681878542306,-6.5461583647926,-3.1398631590018433,-2.380879719523624,-3.743655143622385,-5.168121156098066,-4.899163465707691,-7.572592025051084,-8.14136592088375,-6.455000054301467,-3.1092958895849967,0.0011081315975900916,0.05090361941844973,0.028905607793204426,0.021042732283405505,0.003657869071080451,0.00468476585243644,0.004091407705297233,0.006166083011124205,0.0011062172623379945,0.029174680165912473,0.01044922757176139,0.047873079911099826,0.020801829091126624,0.006169123906713446,0.0015804894668160674,0.0011762897807414657,0.004570449943490195,0.003600871440899383,0.006128327041311476,0.0071333572925681,0.44038636050184093,0.751545087456348,0.5081528480237087,0.002176821848214349,5.677282853008163e-05
