micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
1.672285952001976,0.7571179889135158,0.46095551640718074,0.23905573875937133,2.0127404101287438e-05
0.3076019995882807,0.8455683853189125,0.35412410422382995,0.21189524469755805,8.931971149902196e-05
0.21866942787623572,0.874746650593214,0.36141364901869066,0.12809768976205382,6.26965918582117e-05
1.860126952787165,0.019905817391036626,0.3840905573126646,0.1722427885652096,7.229842507405303e-05
1.415811619920505,0.13395634298463252,0.2430194927554866,0.09032016582883635,8.046327704718255e-05
0.6296437575876507,0.20938720926466392,0.7661711751352865,0.003206957993253756,9.978230348262963e-05
1.3859604678290518,0.8203561371551767,0.23922242009522357,0.004564504139097935,7.381316490429686e-05
1.684874734301284,0.7333308945020304,0.11856597840416669,0.1886035526419853,7.691538593255334e-05
1.3512269797731042,0.7586886575348347,0.6775075445437971,0.15378742444512714,8.95161092557094e-06
1.0264928383677006,0.07779519199021741,0.32899670967078254,0.10236951579228128,6.694383429610134e-06
0.7627590145420107,0.11077711970461038,0.6475469919573317,0.2369743184651532,7.324415878268067e-06
1.9147188938542328,0.517828256744041,0.24315471397332977,0.020138656743764714,5.011236438023474e-05
1.6095795345324224,0.7003085260167645,0.044929679113859144,0.019152557006607975,4.034704093500045e-05
0.6610519386910921,0.2308280955024313,0.22839857663242732,0.20106720308092427,9.292988255782221e-05
0.8696951196023761,0.8971437811090396,0.2605890824920662,0.11963280959960411,2.268029688181837e-05
1.3169044801341037,0.969212322907886,0.48477701135448603,0.09009570694427367,6.481696285445378e-05
0.33354928908423637,0.8798838303824792,0.40495174086996993,0.11288808576787088,5.862789236650657e-05
1.2870893392998648,0.07198627235802138,0.547680690872605,0.06124098839856687,7.142386798740833e-05
1.6628161093299738,0.7961149639694426,0.4442382690892719,0.13052230318537705,1.4373308537807231e-05
1.5731576857659577,0.2694238772618005,0.39987286114026754,0.07178424913895166,1.3469453463669346e-05
1.2961596240942994,0.05473438243985189,0.600172961130329,0.08007911202001805,1.1345583114808346e-07
1.0711453645507365,0.04733653753379949,0.22455479846761509,0.17703714537647333,6.3626932000244e-06
1.6947431354764044,0.0047779035093386945,0.2012249760155123,0.1854851099818658,3.169538795795775e-05
0.2935955373254257,0.3572713456936232,0.2199626626756978,0.21083526363797817,3.14034569667558e-05
1.5989716963744138,0.8830615512178166,0.349884848563341,0.2275758428197436,3.779407359092297e-05
1.9317489913312056,0.08930733975579162,0.551180316870078,0.12395969607377524,3.8826115665019145e-05
1.3021525696223417,0.6971146636263535,0.008468799371995725,0.04257131909805248,7.133330045836845e-05
1.3661322857985922,0.9564209825722617,0.6100250432493726,0.23774240422510318,7.028379610332721e-05
0.666299196414942,0.10520590810609705,0.6265499713592239,0.16139315614750308,4.913782638090293e-06
0.7840958852118588,0.947275017513959,0.40281891083961,0.10874955486890646,4.582419055541347e-05
