nmax,nmax,nmax,nmax,nmax,krb(0),krb(0),krb(0),krb(0),krb(0),krb(1),krb(1),krb(2),krb(2),krb(2),cfall(0),cfall(0),cfall(0),cfall(0),cfall(0),cfall(1),cfall(1),cfall(2),cfall(2),cfall(2),nfall(0),nfall(0),nfall(0),nfall(0),nfall(0),nfall(1),nfall(1),nfall(2),nfall(2),nfall(2)
3.164939633931283,3.4662222463463728,9.286641421237505,1.690655623707306,6.486047397143289,-6.433454553894347,-9.939719703748185,-6.184785611419571,-16.562182544361857,-3.032618567846356,-17.213488779549277,-12.023832358116582,-18.502373733966706,-9.150299531533738,-6.6720584322297825,0.18824491480270716,0.14786984581724122,0.10822517226166567,0.18652407726389506,0.0956925832397949,0.11224551856324289,0.11922374454874245,0.08200184538005449,0.16769815328625917,0.037043336009623375,0.11096848259010257,0.1444466790141132,0.18079524397769825,0.17678369089501605,0.10174810701199945,0.12863232591652324,0.07884760780208659,0.09363560575826378,0.18125316788803064,0.18614080556809548
9.058726522603177,2.245337756322744,8.650756191975725,9.535273579193323,4.251247251162442,-9.678938840508783,-4.496004409321383,-8.81464506244359,-0.2296779180456383,-10.931304033379115,-5.792540046973187,-4.2274363100887715,-10.167401726407055,-2.946022266343622,-9.13152363497679,0.08233604285235827,0.021573656533650884,0.07868878113432133,0.1467899515821095,0.18425806947190468,0.050343363978023456,0.07105355111092722,0.030800659210944197,0.1381476716168515,0.19203808411768497,0.12819047987441312,0.12341534429359227,0.11069803075109375,0.017691239291533236,0.14590079233549408,0.12040994850491582,0.13229538762358053,0.17976222872437503,0.15679217901612488,0.15618307233938
9.344653919914128,9.909414563166996,6.231544587649537,1.9799345442804919,5.132169169978927,-4.326737185413279,-19.4482660372392,-18.867939976712634,-18.663560130581857,-5.452388409266616,-10.026784091592877,-12.658930923940188,-17.898220799291455,-5.428419020902808,-13.611705770037098,0.05307216077223279,0.13046731711869466,0.11180658841044239,0.07248850425624219,0.12830107928640958,0.0542515918616198,0.15896810401824932,0.04587149687202771,0.03177595069944931,0.15649005750568,0.14157843535038356,0.03652787687646212,0.023249238913412327,0.16767983385742957,0.15531971877948939,0.06545154201419548,0.13163951582293254,0.024832124893543507,0.10140958110476973,0.0037461565390547688
4.5244169282939986,1.6735853932426457,5.276324621411943,4.795134821676049,4.999465239742504,-19.097907089244917,-12.803834808491537,-4.945971402911663,-12.658603970262961,-5.768078143069346,-12.647373399688709,-11.57753511434529,-8.778546954697605,-1.081429457539059,-17.83367711173156,0.006592424594548124,0.12159535719017092,0.189819926814796,0.19794472927961745,0.09683800783592644,0.09362164340080883,0.1289963045113318,0.1111313950934219,0.1268212706422475,0.17480114511332348,0.14926125926690492,0.09937552864961995,0.09237294561358803,0.12792038574244835,0.09114131131343106,0.09155592447519285,0.0032612787267107847,0.03481291007504795,0.09770277914778662,0.16453070954472793
3.5085430605441172,5.703790898180341,4.10465876283309,1.9432359058563011,9.624686347641706,-2.991989982018996,-18.43800075310856,-5.676233476881137,-13.083159903285747,-0.20248883947033036,-13.982269455403344,-15.249104937284262,-8.698978088722438,-3.3809893494702408,-16.16887445078602,0.14188345991616907,0.012290702562392926,0.18378775927466837,0.016224172480298282,0.18284713295506907,0.09816654181804603,0.089623741648056,0.1946616828292803,0.19807693169786683,0.1300391234109428,0.025423945659480515,0.10123406651403194,0.10583266727482239,0.10288933418241913,0.1138984107548181,0.0037450408864067542,0.14224548517137234,0.1424788891511674,0.023094043488600068,0.11404793146521591
6.115250641921971,7.142053781713601,1.7685792292157299,6.638529765394868,3.5267675567170707,-9.910640489126179,-4.610861301188875,-5.957645866376035,-17.633829948207932,-8.235422736390143,-0.7145810342793055,-16.880288197033455,-3.027148954264245,-6.01929319697984,-4.597334073095784,0.056398845845257665,0.0575849069866747,0.18120483096073986,0.0719728080981908,0.012612447984655167,0.12012333474885421,0.024972285631678113,0.15932128231916756,0.12835287103578646,0.17494655377918944,0.15696747147280207,0.022422818456274397,0.07621419717981681,0.15491207252689249,0.08346835291911783,0.1944730997194472,0.14714811640464487,0.003100081788072536,0.17599715031359814,0.02016104689323303
2.2647135176207724,7.610431605499459,8.784717034874323,5.827146651096004,3.6014475965120125,-13.008820649461807,-13.176502341038486,-13.499105734190707,-15.16609753074917,-7.883544816878263,-2.0819341605551642,-13.889059979641512,-16.2847834805179,-3.3123044392086456,-5.238511715294907,0.1861680979416665,0.03311229192362588,0.02885882031017714,0.1082904645670563,0.1228905866304707,0.09603988663749931,0.11979733759841185,0.03608414997732552,0.09592795469527503,0.1316219312623242,0.08654134657909583,0.135889499218586,0.09023831099163987,0.06671998280849738,0.06072107905691377,0.08218047070751171,0.004618022227477898,0.1337050608367089,0.1690211436854883,0.07092548342591427
1.414298225275467,9.880980376470019,3.373284299059603,2.139590095216957,4.327772571757252,-5.302714891392224,-14.151059721877743,-8.563406242002193,-11.730356110700871,-17.65649655369529,-13.427288451407007,-5.575076936290074,-7.821122443104231,-17.616410240317137,-16.74988404668526,0.12815026452789602,0.16268494871003056,0.06990140444667427,0.1190661972611716,0.03413701131453354,0.06228215361769572,0.004063838432553789,0.15365750680042653,0.08020795385639562,0.16322695347505425,0.14167462836724568,0.16574887027126883,0.0571318053507096,0.03702182757469601,0.19438113933976586,0.14346558567539522,0.16680847018110728,0.0026267734286493745,0.07089238861301529,0.14856336383379729
1.7018454969098498,6.106059366120421,4.861654907095029,1.1585485642699656,3.1237801940750627,-14.332639417572388,-17.773987067708184,-7.43241549612106,-15.17628226258741,-14.475371957574172,-2.1250518958170694,-10.704250455406525,-12.196649875311481,-5.594966337537128,-1.8986854420300503,0.005017016884126392,0.08965328692261373,0.12216016340202866,0.06371943399421666,0.1544838203474271,0.19429569928335208,0.18868603897639416,0.05320384805059458,0.04527539230471283,0.19149853129893402,0.09172575162344444,0.04165962378716605,0.14139942202638728,0.05688413633872593,0.05344946828951296,0.17584982069065264,0.032495914427465356,0.012878682853952632,0.053837361115693434,0.12138912187309948
2.107790680629435,5.244352050491144,6.646033993827878,8.638632933338565,3.068826320820289,-3.734808164682491,-15.325365403488352,-6.532345829331154,-11.429595927499143,-17.717843276664464,-5.7861570898452115,-15.666523890874547,-16.48519382211063,-12.869373721071275,-6.999524129286279,0.04680695579333766,0.036740471140989335,0.002000625606415733,0.09433390298937369,0.0857348274073434,0.046781210050038886,0.010739896280298053,0.08585688236042142,0.15764314016321554,0.14305927344412214,0.17215899189254508,0.0019166365843623536,0.19328386671898803,0.06828251638426441,0.19807956017861336,0.050523966858408875,0.09430733036201021,0.07078559992229308,0.07115220742278903,0.1684564355214333
