cfall(0)_pft0,cfall(0)_pft1,cfall(0)_pft2,cfall(0)_pft3,cfall(0)_pft4,cfall(1)_pft2,cfall(1)_pft3,cfall(1)_pft4,cfall(2)_pft2,cfall(2)_pft3,cfall(2)_pft4,nfall(0)_pft0,nfall(0)_pft1,nfall(0)_pft2,nfall(0)_pft3,nfall(0)_pft4,nfall(1)_pft2,nfall(1)_pft3,nfall(1)_pft4,nfall(2)_pft2,nfall(2)_pft3,nfall(2)_pft4,krb(0)_pft0,krb(0)_pft1,krb(0)_pft2,krb(0)_pft3,krb(0)_pft4,krb(1)_pft2,krb(1)_pft3,krb(1)_pft4,krb(2)_pft2,krb(2)_pft3,krb(2)_pft4,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.030852347623269768,0.030450247863027004,0.26325707492719297,0.038554967720927605,0.022820520403156373,0.02007696893749789,0.027732349603064144,0.0,0.026793464317722865,0.005503112365614932,0.011832227865041638,0.02748297252074288,0.03271483680621726,0.1621010320713181,0.23375637841052496,0.008419088574515244,0.004321073968986874,0.018647600994417184,0.0,0.14509191775274866,0.05862556226593757,0.013251636178403895,-1.2824407398179656,-1.6424083969903704,-3.147805662941035,-2.1344261867420897,-2.4455955640906692,-2.510022557072765,-2.4272931141760683,0.0,-2.718603652541577,-4.2446309976220835,-5.263308245817844,0.4829417967877613,0.12335267680591645,0.10657187307102792,0.00038455455413723507,7.236534601655267e-06
0.03135580074108312,0.02875006949256752,0.27158953491836807,0.03881457343333585,0.02414149129435436,0.020816888757135183,0.028127087847846892,0.0,0.026514493861687215,0.005594349435200742,0.011975906337424291,0.02635773072131624,0.03380692806748641,0.16391515508971405,0.23013129391572545,0.00829737522687431,0.004449462346300263,0.018085371055222833,0.0,0.1505630377763164,0.05797796295127985,0.013283055512879097,-1.3475721307336157,-1.5577922414227294,-3.2948280796649,-2.0428434140452216,-2.291363691546096,-2.441466836864054,-2.6488880182016445,0.0,-2.71750100962664,-4.128369876311284,-5.457825832660989,0.4862765615525392,0.11961433877400575,0.10273141734452522,0.00040661462013777796,6.787511127999205e-06
0.030233278376300615,0.02832656642670673,0.28717446657135093,0.04141008491662376,0.023184228207285412,0.02098315491257548,0.027677853669914796,0.0,0.025882643045360757,0.005423620925829245,0.01175683970650613,0.026602006879289222,0.03262819576192392,0.16331523700812683,0.24247228093694095,0.008302804504788016,0.0043168292395417435,0.018346293228760677,0.0,0.15155705277129994,0.059145734958515585,0.012476216318015688,-1.3055782105595755,-1.5432079003544166,-3.220880658229049,-2.064597266728677,-2.272641484855833,-2.461279020841868,-2.5084821541653866,0.0,-2.7218181061561926,-4.382138026722863,-5.2727414551524205,0.5164199892208151,0.11705150933452689,0.10292975666547935,0.0003856712869332867,7.227372230871768e-06
0.029491798731928063,0.030497720076199657,0.2749539211381633,0.04149867107835199,0.024147183421363082,0.02094608928097323,0.026910347611229065,0.0,0.02776709914071604,0.005411815954146829,0.011722783837245062,0.025954293333230842,0.035123011096776326,0.16597726492513656,0.2515771900000902,0.007859208061753522,0.0044119021131856714,0.017311233439595498,0.0,0.14846068997121775,0.060485148231762716,0.013356780373115603,-1.311021377279905,-1.6182523891443905,-3.2960358475180795,-2.083687751836616,-2.343625682255137,-2.418339602227451,-2.6117066636500392,0.0,-2.697972642168725,-4.2196680329816285,-5.249616946127538,0.4784103927957108,0.11809330066965677,0.1025884985344658,0.00039947188041424366,6.810839222732185e-06
0.029636231556492868,0.02934941489200976,0.28052537121908877,0.04087991754214291,0.02294858041132461,0.02045740777271181,0.026803994069896937,0.0,0.026858338777587858,0.005644314364692338,0.01141543051476848,0.027304348094739354,0.0331120868229626,0.16888660346119558,0.2450028584017824,0.008215950760384933,0.004538526031941634,0.018862389242889955,0.0,0.1468335103598278,0.06148479340911072,0.012705902702644736,-1.3642918085191778,-1.5160659030931598,-3.3261673662390763,-2.025698520763412,-2.2694157624260805,-2.4517485394220695,-2.4912883454830443,0.0,-2.680101151018977,-4.085257518291072,-5.25347744711495,0.47867362746631387,0.1149822686199449,0.10719868019164316,0.00038160657895718633,6.97654684990138e-06
0.029071977027966243,0.030364134194644583,0.2740673619739511,0.03880272096288996,0.02238733817753676,0.01962450483422805,0.02884987953957987,0.0,0.026464269440061625,0.005422819745154458,0.012029709994781552,0.026050211370212337,0.03540292561979873,0.16384806396860147,0.24002367869479765,0.008354622540639026,0.004231066449084028,0.017991426663530655,0.0,0.15204799974954405,0.05866773114363621,0.013572101843482717,-1.3169103520473333,-1.5621699643432898,-3.297689323679176,-2.0685910472640736,-2.24954575182071,-2.6456056303289284,-2.4641247564983084,0.0,-2.6264903059872773,-4.1921138899583035,-5.127705437265386,0.494785793411347,0.118624907994361,0.10225883740126167,0.00040651755423488976,7.275601267845995e-06
0.02970962280811473,0.02872109886488975,0.2727366214202248,0.03846074098380274,0.024194643262866883,0.020345723695913934,0.028593701773513024,0.0,0.026007759676059613,0.0057062376665356985,0.01199115083163823,0.026580504653427504,0.03565848122236695,0.16408598719118805,0.24491286595288678,0.00805817862846239,0.004355464697378636,0.017821242382330998,0.0,0.1461833327734341,0.06283959228769481,0.01359568155511627,-1.261613922834694,-1.5673822056677744,-3.1569598293289713,-2.0653511033227723,-2.363333382280879,-2.5897842101412496,-2.499940284485761,0.0,-2.7275182079480342,-4.105526235518107,-5.33110003360966,0.5091863656443409,0.11601989735650219,0.10348798536998642,0.0003812790687507201,6.79578607674725e-06
0.031170695165920914,0.02981217673495848,0.26503187382710347,0.03934002468784875,0.022349988527400118,0.02140453252607584,0.028542954351029274,0.0,0.02575323475848103,0.005367366330802202,0.011814745554220412,0.02758586985337959,0.03402878315310427,0.16745986872348784,0.2402414611278364,0.00829316816512976,0.004132609386159227,0.017658418941417717,0.0,0.14530722868868193,0.0581010361337452,0.013274109036388483,-1.3753366796024526,-1.573091925355326,-3.163468426948816,-2.150774552178069,-2.36759973099489,-2.6021086748311673,-2.4849964140109986,0.0,-2.588798017593466,-4.158919186325012,-5.411403856851558,0.4796040993547376,0.11644223378165097,0.10667774409637627,0.00039360255665195153,6.759590665715004e-06
0.02996530389686,0.02824757793006235,0.2737870960563341,0.03917604214621655,0.02287145509566309,0.019894898177943564,0.02866080031298241,0.0,0.025945354607673787,0.005323399816175688,0.011845722715151158,0.025359845424994108,0.035547763132164636,0.16098408581099377,0.2500208302106427,0.008120385699315,0.0043712757399391915,0.017562691099127198,0.0,0.14906862011211156,0.060238109945278846,0.013085859034611857,-1.2648683291830358,-1.5147646070611958,-3.4530733646799914,-2.0012131866055856,-2.3870414413989276,-2.5566289450500177,-2.658397158051346,0.0,-2.644467712842907,-4.026635123900514,-5.465174638872846,0.5103180873446268,0.11655730661915702,0.11041511778621318,0.00040796524256411933,7.029249799351128e-06
0.028898323485858,0.027845842972258467,0.2740362345781932,0.041830828637785686,0.023735968383905716,0.021477705809060686,0.027602666490061416,0.0,0.026160865483697584,0.005595488078273679,0.01202152291576087,0.027052868942455278,0.03306664181119944,0.16450037055685068,0.2367719565580473,0.00824976126139288,0.004289188066222971,0.01894079080310387,0.0,0.14534097186156714,0.059365033710434466,0.012759718852127223,-1.2661906858484349,-1.5430796806862914,-3.252613317596669,-2.12254079579115,-2.4267830082836213,-2.586180358966788,-2.466243068589714,0.0,-2.699261910634145,-4.392004519592247,-5.464770210886795,0.481764830637784,0.11740851789049926,0.10460901694478068,0.00039392293139758785,7.021757742929705e-06
0.028491177419801547,0.027827166975764712,0.26953670558083176,0.04102486822282803,0.024044377022961843,0.020137674416038413,0.02686265757942509,0.0,0.025502216125270788,0.005664110993512478,0.01177708616936492,0.026250651173955437,0.03280321617189078,0.16242823306186394,0.23400756918639098,0.007728838430766797,0.004190816647315167,0.017942788640468058,0.0,0.14580038931364372,0.06226196236201712,0.01286100868435541,-1.3142195708729696,-1.6096379212010343,-3.424454197128069,-2.199655548393746,-2.408551763541723,-2.624456079704392,-2.601329832219174,0.0,-2.722434972445219,-4.030982105801996,-5.571907307734864,0.5071672157046928,0.11359517501139657,0.1077370602546419,0.0003786131252452128,6.714735488692023e-06
0.02906851853623682,0.029725851056858554,0.2654210407529977,0.04115966706316604,0.022498722750261917,0.019565821317946812,0.02717048979815206,0.0,0.025507583457823637,0.005244263701990139,0.01166363895424343,0.025550632937612606,0.03439874750785898,0.1583277305682113,0.2451984018015158,0.008407471981418772,0.004109532444975688,0.01758200008703858,0.0,0.14817018206626897,0.06267478463912793,0.013291216388382031,-1.265037487433814,-1.5464666380755363,-3.403997242417109,-2.11846348262248,-2.341113467944005,-2.4426604682377326,-2.4569402748794693,0.0,-2.8109274174317194,-4.212339018188088,-5.100794640026013,0.48408130789330156,0.1178284897658523,0.10410179492440365,0.00038978347615931694,7.341084845308761e-06
0.03091598215300572,0.029157833529435014,0.2733766315651512,0.04181848828029905,0.022737358939905885,0.019588666215848902,0.02714200249010291,0.0,0.02693103217618812,0.005476755352077381,0.012055731167976487,0.02684741507178102,0.032558287033298015,0.16308636556940065,0.24830175790858677,0.00832361488863873,0.004107143623814888,0.018053635102621084,0.0,0.1416267451035695,0.05790751345551532,0.013105377736164107,-1.3348145327031413,-1.4943880589721268,-3.306182732835049,-2.0352379875627262,-2.246613772117296,-2.561479878503673,-2.580043599516117,0.0,-2.566627225831658,-4.073222519250627,-5.206344048402488,0.4916048121767518,0.11435449750829355,0.11213087838376175,0.00040451329895805396,6.98609720646113e-06
0.03080767416775294,0.02937980719290541,0.28852105427537356,0.041213454629461604,0.023968293698086306,0.02023249900062422,0.02647958409958715,0.0,0.0257768973820458,0.005409445236307527,0.011881307905576257,0.025710502976331172,0.033882533594646255,0.15950192921207657,0.24051910088326317,0.007833626518901942,0.004124021789233781,0.017506543301009904,0.0,0.14011872165167719,0.057850463733868276,0.01367071825778657,-1.2900205233287159,-1.5611685444162275,-3.2710241367393555,-2.041092514863807,-2.3979818823100207,-2.5485801236543666,-2.450381348281549,0.0,-2.686546049116074,-4.2200381539555485,-5.374580573677318,0.47979928215304174,0.11677327188012772,0.10435237318733613,0.00038826635699147014,6.834513623827242e-06
0.030130470678766355,0.02896222399967329,0.27593106016663194,0.04019896950066406,0.023878104502914995,0.021302883157027292,0.02655434625217678,0.0,0.0256165218931643,0.005701401149171382,0.011177292224263962,0.025280033577311255,0.03375766863517844,0.1580563863684004,0.2467649548418791,0.008145909563312721,0.004359133425959894,0.017396623466918112,0.0,0.14812872775875238,0.05953436268949619,0.01358483761262153,-1.3456555192907684,-1.5784948564874335,-3.18376795504658,-2.062826734014217,-2.4753846107790127,-2.4326310146605663,-2.5507276417051314,0.0,-2.6237872664873483,-4.152674336949129,-5.454278058328646,0.5031069569718928,0.1196045547560113,0.10287071610331686,0.0003952692440930984,7.0024385888985485e-06
0.02952298661543056,0.02907361703161729,0.28181992531940764,0.040617002462669145,0.022729318560915233,0.020063622447953882,0.027421444444059397,0.0,0.026215004290592477,0.005530212533996946,0.011270634091362091,0.02517250661512493,0.03388845030926083,0.1596412962989405,0.2446084806789897,0.008034139516348229,0.004509459204579643,0.01776741277533972,0.0,0.14691594334298125,0.05893892695693692,0.012599979688858055,-1.3117120752295148,-1.6177871382960787,-3.2182871268511453,-2.0812945078335026,-2.2989146236156635,-2.6254481190711605,-2.615680274859636,0.0,-2.5611770146002266,-4.241480226322417,-5.2846290637886,0.488184343698881,0.11820969001790095,0.110051744234576,0.000388632713278901,7.308586254086279e-06
0.029462192876761405,0.027773790551805275,0.2644173306850225,0.04095956367880237,0.02287754758227588,0.020852658066125806,0.028171735067647093,0.0,0.026616100683859216,0.005337956587761861,0.011133320046697669,0.026442124438701337,0.034508818243761175,0.1658448446642617,0.24178869037683684,0.007985618695744726,0.0043972216089129875,0.018881439554636854,0.0,0.1526919768041625,0.057381518809512345,0.01269404299557872,-1.3263468721437,-1.6412591392889564,-3.431665017156066,-2.0159145921805375,-2.454967356575726,-2.4234728603836326,-2.588686758594508,0.0,-2.8254202131250636,-4.219531700683056,-5.140988666231941,0.5197001356774791,0.11416402173497679,0.10339580435142344,0.0003851885782722197,7.25494445837741e-06
0.02953849506852362,0.030523345789362864,0.27645982491435916,0.04004154499138527,0.023795544393795005,0.020097719672162697,0.026816176543616285,0.0,0.026536972387748547,0.005282832481656937,0.01141346743228336,0.027343753036331922,0.03393352888952696,0.16831925031591266,0.24020106510422168,0.007773073222547861,0.004406943923850685,0.01733145161492442,0.0,0.14648638560604949,0.058633605919445955,0.013453194455577746,-1.2588845745042445,-1.5133201281079531,-3.3617140065281492,-2.0475076759080135,-2.3448751504548726,-2.556797697763305,-2.490667894519551,0.0,-2.6873554156695962,-4.286556413864079,-5.19613261342354,0.48020655927374034,0.1201868582926834,0.10749177757179254,0.0003741819701546373,7.271018652877071e-06
0.030247488152295346,0.02934449243225613,0.2791337324325214,0.04089206450604769,0.023107804992519763,0.020861818560768946,0.028550930576407767,0.0,0.02712877977247273,0.005377441249060703,0.011172112063987018,0.027075708207118934,0.03421577379110034,0.16764221472992571,0.23057687319037912,0.00773604927173611,0.004242811258656361,0.017996611323774555,0.0,0.14400939722325506,0.06288209445519209,0.012538188761427895,-1.3691422308186563,-1.5373717024923041,-3.42224809350866,-2.0344462012662214,-2.339406529566188,-2.4309770365924894,-2.6131985322272575,0.0,-2.6488281550727244,-4.348833050467062,-5.386921536191187,0.48302680677574444,0.12177697284571663,0.11014834147399648,0.00039338678427043767,7.3010337533879335e-06
0.03061505111684699,0.028607518901131744,0.2643748959481067,0.03882675181003193,0.022548433512568862,0.02067878381941701,0.027035193180794483,0.0,0.026496845464272868,0.00544858178831792,0.011005162581167743,0.026064825181430887,0.032874006571231545,0.16684801260950663,0.24333114536486883,0.007939980115106366,0.004173942812380354,0.017425483164887918,0.0,0.14275258011051062,0.06248775883386762,0.012460266498195037,-1.3326386565384643,-1.6351781713359541,-3.1778658352106826,-2.1298700582335606,-2.4027042307080464,-2.6057546204591717,-2.5697304086248205,0.0,-2.6481205262390044,-4.191126502602544,-5.5088439325538126,0.4830845198008961,0.11772724526217185,0.10978215319755308,0.0003751202819053541,6.74465378899875e-06
0.029564094278123697,0.028345685957236025,0.2652702736322041,0.038278615885240085,0.02214876640657552,0.021214887220911516,0.027597962532480688,0.0,0.026454014445236557,0.005500552600167976,0.01154998950395707,0.025809704301344084,0.035168097705456716,0.16077914920994318,0.2504210849957191,0.008414959351005813,0.004279775491363597,0.017360399039191572,0.0,0.14435287167546754,0.059264334414010834,0.012892099040506474,-1.3421805670259774,-1.5304465435849284,-3.1876222040627513,-2.1930961395103847,-2.327804961917395,-2.568807951696303,-2.4437542395513874,0.0,-2.8145410557979433,-4.157962628071307,-5.128724500635666,0.4945838355911207,0.11429680802730253,0.10266180685208467,0.0003800875264883748,7.275994035758733e-06
