cfall(0)_pft0,cfall(0)_pft1,cfall(0)_pft2,cfall(0)_pft3,cfall(1)_pft0,cfall(1)_pft1,cfall(2)_pft0,cfall(2)_pft1,nfall(0)_pft0,nfall(0)_pft1,nfall(0)_pft2,nfall(0)_pft3,nfall(1)_pft0,nfall(1)_pft1,nfall(2)_pft0,nfall(2)_pft1,krb(0)_pft0,krb(0)_pft1,krb(0)_pft2,krb(0)_pft3,krb(1)_pft0,krb(1)_pft1,krb(2)_pft0,krb(2)_pft1,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.028883412470629692,0.0010827670691402115,0.0073266610736200275,0.006421553399812861,0.0015685803634518391,0.009747099520931127,0.0014007299729965096,0.008069060084012461,0.005247120723260147,0.00031197530077790614,0.0031512273682773196,0.00827081133338017,0.00044300755200853793,0.0042038240555442585,0.009515345726939631,0.0018833205491661452,-4.234443402791539,-6.787723096373962,-4.496635502080891,-4.249644533726007,-6.3339071445367665,-4.735313442905986,-5.784632122098037,-4.710588187941721,4.806722748856373,0.237261383638647,0.15511923881950512,0.0007000446718235411,3.1133788060671207e-06
0.027952749037950746,0.0010516800071673428,0.007062032557705014,0.006684135706901501,0.0015933789031091358,0.01012661897838068,0.0013618852432004161,0.007681269905074285,0.005190537759085993,0.00030663513975563765,0.003188653765716173,0.007926758813830146,0.00041739424000608816,0.004391302894805612,0.009981736132543523,0.0018494795218530367,-4.441729861143109,-6.686147945378389,-4.499752483616151,-4.416505211955731,-6.296519801345173,-4.748056168804503,-6.081749205790633,-4.410723080664537,4.516271434682309,0.24830562704962916,0.14294188014885764,0.000732912630696427,2.945875918397553e-06
0.02934129641258462,0.0010905950984168593,0.007162470844517108,0.0068267143093358375,0.0015466188936259528,0.010206380903157458,0.0014403608046127917,0.008185040378901429,0.005064106691622337,0.0003148672312956119,0.0031323451476546007,0.008002644457744708,0.00042688498536007445,0.004127104794450273,0.009481310275927303,0.001859130724850193,-4.43584052675411,-6.790039602086337,-4.3816324658902985,-4.245575857002376,-6.343771169117326,-4.680422931936162,-6.011432087025047,-4.415725721956965,4.8356682732300245,0.23740158511656712,0.1448264882324688,0.0007650949987895008,2.9256010796940255e-06
0.02829329488091189,0.001048243040508747,0.006949823623016539,0.006845523132412415,0.0015353641177887846,0.01018408514006755,0.0014118854824652926,0.0078112524915731965,0.005437634380449924,0.00029227755176741357,0.003058175504249012,0.0078027638048697966,0.00042896979561038494,0.0042417333261722395,0.009569514091300725,0.0018708388321716299,-4.569723734674741,-6.535669700472379,-4.590904667505841,-4.443955528175201,-6.27791424708288,-4.460965826171427,-5.650374415290714,-4.420226183644712,4.746257170678244,0.24581785094468722,0.14754670255538013,0.0007429358709477805,2.936217227864758e-06
0.02756256906421516,0.0011166705758668199,0.006770825346039423,0.00664795460672928,0.001660912492347675,0.009927311646029011,0.001448915386036426,0.008092763146034052,0.0052614201688436025,0.00030209938831525176,0.0030352573568877784,0.007877198699923333,0.000448061043726419,0.00423442765109395,0.009521008710994842,0.0017991560875354595,-4.430778288519296,-6.411251264399795,-4.397390689225631,-4.355962340607094,-6.543481134689275,-4.551924234268792,-6.157471393606018,-4.52919010656847,4.747946702831189,0.23349383408586902,0.14272804622024465,0.0007192710515684633,3.125464734598744e-06
0.02770075696177933,0.0010741039395511863,0.006964941183699457,0.0067430617949975685,0.0015767520086687145,0.010054715224376032,0.001359188180504187,0.00780841267230491,0.005176986185660576,0.00031802401002577993,0.003202506684755989,0.008212535315165118,0.00043332238345529744,0.004272036753875075,0.009922361044327956,0.0018385164976664867,-4.534533870504197,-6.590520587500957,-4.376299451937374,-4.273676661975164,-6.254167220340442,-4.7704583044273425,-5.885230968842182,-4.494770958452434,4.793019434208692,0.24020950347874953,0.14632916392956144,0.0007528119470392552,2.907130031698779e-06
0.027447278874505106,0.0011119176172256922,0.006984662184161066,0.006401667861206716,0.0016644606721228487,0.010402351841199524,0.0014577447033716818,0.008022376362906125,0.005146505746216712,0.0003090019049966213,0.003162428810056309,0.00822291515971479,0.000410359032279681,0.004253975386534167,0.009734452541512383,0.0018684825786744008,-4.5158603327146345,-6.6478355375968485,-4.560264931090131,-4.147756591005555,-6.656167644934188,-4.778653119585412,-5.700440053586505,-4.507303482422306,4.750637507738247,0.2500770866085103,0.14988717168847415,0.0007587453736942481,3.103122444118196e-06
0.026658641567468045,0.0010506848281292534,0.0067887033397060394,0.006348055686969146,0.0015717935212256002,0.010437272006700228,0.0014454444946064135,0.007811189705699577,0.005078254512346136,0.00029900578533746685,0.0031922058369959322,0.008049996267772601,0.0004251743789969834,0.004177526652253295,0.009169169398506075,0.001801717393177999,-4.661399453027126,-6.682798481914328,-4.588071193468018,-4.457884922647126,-6.225130871641607,-4.492916314623235,-6.066720526171704,-4.345261196493664,4.860220145743589,0.23298956388724182,0.14303829451017128,0.0007068513904320397,3.0600918637938367e-06
0.027303319571282497,0.0010927181429633672,0.007362774465636804,0.006480009991516601,0.0016344592075386152,0.009806658063926797,0.001356123213026697,0.008055780932749028,0.005165602230202035,0.0003000027606055546,0.003114840278734045,0.007996743035864062,0.00043541877833984177,0.004364190798771435,0.00969832745129593,0.0018056926402358195,-4.469799628334945,-6.582367013869182,-4.609060346689379,-4.285050467728606,-6.585354704977022,-4.511188028741415,-6.209449411735311,-4.617122891276662,4.641555990636641,0.23550088805805416,0.15461367610952578,0.0007126517884646229,3.038724113469591e-06
0.029166679802680083,0.0010351931799375755,0.007033481920044919,0.006448212319217961,0.0015629622590939616,0.010463893243785568,0.0014478203689952986,0.008152887942783592,0.005275942373251735,0.00031211743753649623,0.002995618777407862,0.008303306497999553,0.00042342349200733096,0.004307014118402813,0.009849546440666958,0.0018465801283958797,-4.25606580590341,-6.5259753751520115,-4.592078151081736,-4.1185736046222345,-6.839846768020146,-4.8552765610796245,-5.714464513231314,-4.29061212105734,4.56180770377865,0.2468125174412444,0.15148526502188558,0.0007409841540694285,3.0335250746957363e-06
0.02802796821994108,0.0010207267916399958,0.007196125926920132,0.006495941585364051,0.0016499640180716174,0.009509215262933675,0.0013955437261714046,0.008058076986899664,0.005275023019084612,0.0003158101120625942,0.003147370068249353,0.007648763634847744,0.0004149020421793838,0.004368970871519116,0.009798759622038739,0.0018632214058200058,-4.512680699972,-6.715816035441571,-4.372983557320088,-4.258297460505823,-6.346702103547931,-4.513532485405787,-5.715255642143642,-4.395406600688157,4.976719073138716,0.2557673021906968,0.15394715267439224,0.0007371573141181194,2.95766606254792e-06
0.026654326927348846,0.0010321869218729693,0.006781533623637009,0.00689409750986734,0.001571943667714672,0.00951976200585006,0.0013700794270814745,0.008147126652725737,0.005194812749954359,0.0002946115629296996,0.0029412823515179765,0.007591206134791359,0.00043764970662748626,0.004386941213582159,0.009215107891582018,0.0017537375078833344,-4.248331892466056,-6.61299809863549,-4.7171694047120285,-4.347295872171955,-6.798734866668468,-4.615338903954644,-5.743736874159218,-4.3423508160814555,4.657283838711763,0.2463969705449435,0.15283595013403697,0.0007141728655663907,2.8818237094879604e-06
0.02718815594392355,0.001067619555832098,0.0070536866309202605,0.006530034244019749,0.0016378264544711827,0.009821961143930465,0.001424297242467939,0.008319828843905605,0.00512958107558789,0.0002927260182449884,0.0031219846066620534,0.007601051469006191,0.00044366809609722055,0.004224548960070334,0.009591182341170646,0.0018071552906769224,-4.4896948576518145,-7.005654371741465,-4.431982611441736,-4.11354575032917,-6.512575462943907,-4.446120272188293,-5.724797038704828,-4.306693949249415,4.5938093535502444,0.23198831360112793,0.15220779397777506,0.0007591082153319904,2.9978571317055867e-06
0.028933364435605194,0.0010342866225887149,0.007119450993937551,0.0064730148041802936,0.0015877017601256369,0.009601020895117562,0.0013894995531298514,0.008038309892049629,0.005315341128776482,0.00030528572004741365,0.0030347976641603687,0.008146412141327476,0.00042936735730276176,0.004253791851153927,0.009158002585958511,0.0017649587700840437,-4.41010301561596,-6.630520640050242,-4.806221384993932,-4.345773198924316,-6.572245387639932,-4.5718644144662,-6.04068378727429,-4.522693854240835,4.680785293719138,0.23569371456742613,0.1570701549602542,0.0007397314917909845,3.0770786056283243e-06
