cfall(0)_pft0,nfall(0)_pft0,krb(0)_pft0,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.03005606011827885,0.036452038260352496,-1.6017086412718975,3.777784365169743,0.1207382087970898,0.09566882064394969,0.0012400009454268301,1.2217829638052922e-06
0.029194237692165035,0.03431041691063197,-1.7190120898292574,3.9395761666008924,0.1295868462988053,0.0966060834750841,0.001208707942305725,1.195733782431817e-06
0.030852841025518146,0.03415427362455611,-1.6331404472913649,4.059643110740811,0.12353323817083989,0.09646689617035767,0.0012258641825030033,1.2033870669678326e-06
0.030952847571527695,0.035485877532659554,-1.6445182825365772,3.7696891416703173,0.12962812067478238,0.10038225970330404,0.001260419345994583,1.2030804513047083e-06
0.03143622080733745,0.03595497229700019,-1.6203955005705233,3.777597393259322,0.12003166920254293,0.09720922750920369,0.001237539257137723,1.232420832103046e-06
0.030039763754804317,0.03453150553244381,-1.671884708162253,3.929003191336602,0.12274544213136096,0.10392623482440348,0.0012612032537331092,1.2368424454840299e-06
0.029199898199703287,0.0365352102449434,-1.6293078060381687,3.981725163620233,0.12641533324158932,0.1043910588548422,0.0012482910690081823,1.2276593365975464e-06
0.03037392088175085,0.03351310599034699,-1.7275008429422596,3.8119673503078806,0.12990116925624795,0.09715015552247837,0.0012918003022969345,1.2557198295277855e-06
0.02921089566978054,0.03633506320786354,-1.5916700093811649,4.098393579312214,0.12082834331932293,0.10463015922516515,0.0012121591395676079,1.2883278959044405e-06
0.029532641614610007,0.034121077434217224,-1.6783154754984533,4.001827878476137,0.12191309503335326,0.10071051211792216,0.001300543111150785,1.2223553302900163e-06
0.031222962742907135,0.035566263134892556,-1.655514665986077,3.942070303668944,0.12703837483137806,0.09817911615862272,0.001227334926326554,1.234877547718544e-06
0.029873719769523206,0.03508949618809962,-1.655755783486698,3.774121163397286,0.12997695731304368,0.0975235837872967,0.0012862402968983034,1.19653990910365e-06
0.030505385900295133,0.0336728304820752,-1.5820925543707671,3.895906051683062,0.1203644800796331,0.10341298232527546,0.0012836978894344645,1.2125868829664609e-06
0.030942950532679484,0.03433553489628095,-1.6096402027709051,3.827101717145686,0.12217809939481167,0.10061416545723345,0.001190251254181116,1.2781784395348062e-06
0.029399000613195617,0.03327868221778656,-1.7048373143894469,4.096517298707417,0.12136171786540235,0.10065409571580197,0.0012082829865702248,1.2999328462127412e-06
0.02876409429541944,0.035396231026770454,-1.6519901559711525,3.9183184996690485,0.12681969775028593,0.0994923849327569,0.0012299940298160816,1.2931717821228684e-06
0.029752080481651597,0.03419771604744389,-1.6484336444277699,3.7589883587176693,0.12849278131474925,0.09749091828009586,0.001290488790220479,1.216302497455725e-06
0.02891777392208045,0.03365911837926589,-1.6495086239651666,4.024652778875389,0.12199454749585724,0.09922108626592625,0.00123351445590495,1.2812446636164196e-06
0.029355673865108334,0.035400969927121544,-1.6071468683699142,3.7572891521802676,0.11925007139441475,0.10172599188698228,0.0012028635521328834,1.2897928918198958e-06
0.02892653927779058,0.03602535290068658,-1.6633726371873323,3.991686959307335,0.12789868433637144,0.1014139683505164,0.00122774556612788,1.1973033139567017e-06
0.028679211189904755,0.03536654810587922,-1.6140771446314148,3.9836423043676086,0.11983165391426318,0.10382902455387917,0.00121191557148697,1.2499402195215273e-06
0.031043865299385978,0.03656297289341844,-1.7129094302233645,3.8320685427771246,0.12193064563331286,0.10285463736710489,0.0012362126258511753,1.25675083061585e-06
0.030001154311935965,0.03480614056684399,-1.7185233098463102,4.108761332601117,0.12734927002424226,0.09648503491575709,0.0012114449978019393,1.2219976986340959e-06
0.030552147309920723,0.03440797336953637,-1.6355429462727513,3.791128733145719,0.12252163010105604,0.10356928244981298,0.0011939171312073187,1.300087092452161e-06
0.028544156735441015,0.036267315632475976,-1.6430942808412985,3.753993922366905,0.12051671776050052,0.0973050164073949,0.0012261441669726147,1.2510511901848016e-06
0.02996861461300339,0.036162588061204495,-1.6239426381275899,3.922489772251388,0.11886170196851821,0.10019501981977555,0.0011941708650280132,1.182763623435366e-06
0.029237170933841535,0.03464393203244322,-1.6578951849589398,4.07795403672009,0.12386064997031242,0.10497363162980294,0.0012754909745714299,1.2854209810620598e-06
0.029239943712492594,0.03510813171549597,-1.6567828969703482,4.085630463067608,0.12098693167161637,0.10082710411860384,0.0012187264060469468,1.191004559266324e-06
0.02948971630794289,0.03343530730739892,-1.6029150368509901,3.8437607895071095,0.12472620279921764,0.09534392227668152,0.0012577913343163303,1.2607708953024622e-06
0.02855142132057818,0.034423746596919644,-1.642457355760032,3.839256931498672,0.12848694106111735,0.098485883221704,0.0012331934594190014,1.254951611555717e-06
0.029463507485535778,0.03459373350029104,-1.673885711970649,4.138558245808528,0.1202817860354859,0.09617447395343728,0.0011976757452098388,1.211633176010211e-06
0.03056502470767207,0.03517341396730339,-1.70337151821796,3.8524957213308535,0.1251584026884949,0.10458528744860966,0.0012434332797309992,1.2842430838799012e-06
0.030145474166447993,0.03575765645810463,-1.5904261318246604,4.038454189934511,0.12025265298624604,0.10301827027299162,0.0012887201513357507,1.241479332559662e-06
0.030257777141343024,0.03475791467637276,-1.6272417639143075,3.819901709615944,0.11973925501862565,0.09657413733021343,0.001191442875775119,1.2658902692992385e-06
0.028754720892688046,0.035519911292029104,-1.7247184662132873,3.837006509227357,0.1273259923437197,0.0979123007780602,0.0012101476305579264,1.2086891145337566e-06
0.029576615616357806,0.03615309068804604,-1.7108616348565735,3.9285052765795063,0.12265527891365181,0.09615570320425448,0.0012627836294534756,1.2916875510275386e-06
0.03052566758080183,0.03349855587226495,-1.6448996415336756,3.8512752261455523,0.12314026686837032,0.09697937508818542,0.0012733209742327347,1.213611306900024e-06
0.02989718902913164,0.035822545141818415,-1.606975639233917,3.804256826502916,0.12448852028635875,0.1015269321202083,0.0012172116024449912,1.208270063293845e-06
0.03037915047523227,0.033290696569900434,-1.6799763061214523,3.8547657217668263,0.12379943832744911,0.09769308363243884,0.0011948135150534227,1.2066983391709158e-06
0.02972679354878262,0.03440175695925797,-1.641648399270403,3.943695297535067,0.1303716673917906,0.09666962993831826,0.0012719525263165427,1.2468425102739177e-06
0.030483643607509135,0.03432357930858058,-1.6616070642955112,3.9834229944398873,0.1262439731813525,0.10045342716901168,0.0012389736721189469,1.1844801359089581e-06
0.03119742377385961,0.03400117819512152,-1.6792063103347337,3.7545927004439403,0.11984679184353508,0.0961398325402382,0.001209068173989526,1.2166365544780764e-06
0.0291265271555239,0.036426102053364495,-1.7288945743648676,3.934471624964946,0.12962014322715373,0.10054191989728657,0.0012296221489312565,1.2694380839861092e-06
0.028667150722785355,0.03514598431275089,-1.6083357042436912,3.7782874653593437,0.1211147254074235,0.0978399964953434,0.0012596544460814754,1.2480433689066716e-06
0.02913546426503467,0.03522397574970565,-1.6433159241398827,3.803864702757328,0.12820791795555025,0.10079075905649909,0.0012647399610312988,1.181995975930839e-06
0.029619473830163032,0.03591436224870772,-1.7251644119963718,3.918688681196756,0.12333351265336079,0.09969713239881726,0.0012067809574743496,1.1806036020466718e-06
0.028757654378063248,0.03397644969495052,-1.6157274670347415,3.825697806538954,0.12016546838548947,0.10057740441586047,0.0012238164555720542,1.1956525647835749e-06
0.028703032861069937,0.03364144999567173,-1.624379858408476,3.973127565576268,0.12010400180809098,0.10070679574686965,0.0012889319883463504,1.2766439099534818e-06
0.029932954682408693,0.03341805906216589,-1.7031119222722404,3.8452356769988745,0.12085479125824698,0.09990777606767647,0.0012731716104086399,1.2922204091816163e-06
0.030883747751589294,0.03386671227915046,-1.6365569344912887,3.870487615204223,0.130620031832996,0.09710471832941647,0.001264620341833575,1.1943158330775805e-06
0.02889229462945677,0.03648232335529657,-1.6794862596260738,3.7885826855865563,0.1216015850997757,0.10052054113946576,0.0012830340376951083,1.25933919932691e-06
0.02881324682494164,0.03645793286108727,-1.68684072551042,3.9495053915303946,0.12454679347654381,0.09633357753292734,0.001195209358638043,1.2487729253244568e-06
0.0308913984637378,0.034272302166424184,-1.6819548352212803,3.810140643997775,0.11927932530338453,0.097296423144972,0.0012734755085715016,1.2293662627654584e-06
0.031438617794599485,0.03507842600333984,-1.6802241157624194,3.7752559399640444,0.12723364715774615,0.096586462470473,0.0012590246258557011,1.2763868838521434e-06
0.02915924430587332,0.033535319246652956,-1.6921392291636586,3.972002884893955,0.1287116610924173,0.09559195193832314,0.0012912466441158009,1.2188487537309397e-06
0.031092460942358662,0.03602698041494584,-1.625932680961667,3.989842033715174,0.12856087343308448,0.10053253005206311,0.0012424433300594632,1.2994081455231813e-06
0.029970672062002834,0.036710452086895315,-1.7389292077054845,3.776533238043431,0.12459671976411853,0.09987486698137883,0.0012917393113327017,1.233661845422404e-06
0.029903089636866196,0.03563619977361026,-1.723284032141307,3.7960888825243573,0.12330241658729564,0.10149728610522712,0.001244707985132458,1.259391300550197e-06
0.030243808952802292,0.0360446109156674,-1.59748925236481,3.815301721735727,0.1273841509296072,0.09856852798103002,0.001281206178356347,1.185749288191777e-06
0.028611509822581756,0.03415798980904743,-1.6755013265754832,3.925916283570019,0.11958294736757458,0.10101086484848042,0.001222918198261155,1.2019681147240847e-06
