cfall(0)_pft0,cfall(0)_pft1,cfall(0)_pft2,cfall(0)_pft3,cfall(0)_pft4,cfall(1)_pft1,cfall(1)_pft2,cfall(1)_pft3,cfall(2)_pft1,cfall(2)_pft2,cfall(2)_pft3,cfall(2)_pft4,nfall(0)_pft0,nfall(0)_pft1,nfall(0)_pft2,nfall(0)_pft3,nfall(0)_pft4,nfall(1)_pft1,nfall(1)_pft2,nfall(1)_pft3,nfall(2)_pft1,nfall(2)_pft2,nfall(2)_pft3,nfall(2)_pft4,krb(0)_pft0,krb(0)_pft1,krb(0)_pft2,krb(0)_pft3,krb(0)_pft4,krb(1)_pft1,krb(1)_pft2,krb(1)_pft3,krb(2)_pft1,krb(2)_pft2,krb(2)_pft3,krb(2)_pft4,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.030855594214367323,0.4607836492610942,0.019742331332070664,0.005450974485703201,0.1780224085698959,0.029281178947573976,0.0,0.07750578828622882,0.06875864909532327,0.0003060191783452935,0.0660182844080804,0.04636514630939886,0.00031665780135168946,0.003962384926326095,0.0004635816488915066,0.0008480889795447774,0.0011820728913948583,0.00027180528208444377,0.0,0.00035566965534179794,0.0029465475436574566,0.0003523291457544758,0.004046528034834488,0.0009803276521803646,-3.2952978224755487,-5.981786520096102,-0.45592026695553534,-0.5388391867465592,-0.29009947886662524,-13.744686460396585,0.0,-1.639722596729982,-9.587849604952526,-8.928755687303076,-0.7130565060909972,-0.7551947127202535,10.274539687397233,0.030290938393422014,0.2989629629018634,3.254964394749897e-05,8.767114427473424e-07
0.031356097250158574,0.43784730617386347,0.020848161982815278,0.00558952006265506,0.18809825081987788,0.03039187034917193,0.0,0.0826793110019376,0.06804753846326303,0.00029404148650210844,0.07049073893123695,0.04510039653921765,0.0003227597288706353,0.003948649056626006,0.0004804907949560366,0.0008466734546999541,0.0011589283494141934,0.0002679213967133903,0.0,0.0003687917119748165,0.002912779496181565,0.00036676445956969003,0.003922982038311367,0.0009311214243075729,-3.4489855917904153,-5.721500299862767,-0.42702939344098717,-0.5236375057942367,-0.2763170534689004,-13.94097064179007,0.0,-1.6870000588350682,-9.856445557143632,-8.97897678317469,-0.6633322359535567,-0.7865137121494403,9.757353706100314,0.02839711710782999,0.32759717021556467,3.0685092927315726e-05,9.13598699761989e-07
0.0302607774679986,0.43594573110700424,0.020388234728403683,0.005702474067400228,0.18319043036902014,0.030613251146923502,0.0,0.07743482676344504,0.06892440088303345,0.0002969264878939706,0.07129437345484425,0.04359589229713857,0.0003276115681995764,0.004009067586844108,0.00044023682430608985,0.0007875213023652536,0.001181245817232295,0.0002719021718350324,0.0,0.00037109626552172756,0.0028827868959851,0.0003695467459194471,0.004095571399281581,0.0009223073656123694,-3.4516506952056543,-5.931892630690956,-0.425336625076124,-0.5185124185006116,-0.28061909184796224,-14.451896241370875,0.0,-1.7405073217118443,-9.937758750686301,-9.546052318806739,-0.6919330133128706,-0.7588958574093679,10.101678111029974,0.03025174978653058,0.31081329783746764,3.009147412082091e-05,9.044174423085368e-07
0.029532162340970967,0.4505892728416276,0.019929147088968133,0.005517775120363037,0.1808072972579494,0.030558046358191874,0.0,0.0800030885641805,0.06792557745547563,0.00030858420929475556,0.06999683822996554,0.04383581928921434,0.00031564852645610443,0.003996853763995107,0.00045749753488554006,0.0008354404026137829,0.0012069291880638503,0.00025625383184333495,0.0,0.0003635407773911603,0.0029424847951316896,0.0003704106199656994,0.003842356075037753,0.0009659672880595612,-3.4531397117822586,-5.7960022135719935,-0.4374991942253869,-0.5452070566734344,-0.2751710107889697,-14.368977203955742,0.0,-1.6778388061373881,-9.607616690569651,-8.84112721412777,-0.6678170326978338,-0.7560012440919299,9.648506571795696,0.02848603923696958,0.296914162559941,2.9505127278903792e-05,8.876096889159435e-07
0.02967385369454953,0.4284701227000025,0.019835625373358493,0.005885797414232312,0.1881410343185433,0.02986486948647874,0.0,0.0814459194413016,0.06676186772772202,0.0003043788791837474,0.06985252833122049,0.046068082218916166,0.00032220428947191576,0.004057379622537195,0.00044517340601214257,0.0008273638545348895,0.0012408943382099568,0.0002792712288912184,0.0,0.00037115633889495624,0.003009657604009749,0.00035438995766402597,0.0037895452737712262,0.0009434218229279404,-3.4850564425080783,-5.843587022868745,-0.4231213612414389,-0.5674128098266645,-0.2862750620364876,-14.031266341131314,0.0,-1.6227863383840322,-9.31195338364329,-9.463147408306806,-0.6773061609209217,-0.7796035879629206,10.271556172421924,0.029202385513514,0.3130402167979015,3.0338099462534115e-05,8.865200180816637e-07
0.030471174304692643,0.4616143462244473,0.019237432926872494,0.005898489576931969,0.17455417093592257,0.028612802518954438,0.0,0.08147349558807955,0.06755120927043418,0.0002968736232231539,0.07161904494116232,0.04402530563655865,0.0003400240229963,0.004113202660971495,0.0004681808905179454,0.0008270565580209637,0.0011916874716045316,0.00026663053853773954,0.0,0.000346068436269838,0.0029142661205525167,0.00034767936617859194,0.004128766909786611,0.0009332582154797666,-3.4557793659123512,-5.7741845709202995,-0.44080531352657043,-0.5556049567368364,-0.274111263291244,-14.356021558133563,0.0,-1.6293981551832621,-9.3332020459929,-8.866361630098467,-0.6645665341713438,-0.7564132047661242,9.954121181724055,0.028162891448017237,0.32571517697337177,2.9805644339882326e-05,9.008983948589191e-07
0.028484531859356035,0.4445424453188602,0.019926750744283003,0.0054985833434169325,0.18851888740202544,0.028901734545657053,0.0,0.07840882893295364,0.0665801133504925,0.00031193894019785663,0.07138059818965144,0.04487940681752268,0.00034263182407267493,0.0041267045627945515,0.0004592483944145522,0.0008403908941941417,0.001129542212503268,0.00026429555214164827,0.0,0.00035983531649650216,0.003124140909001937,0.0003559499238642985,0.0037992996490898434,0.0009365394995449791,-3.5327581950176494,-5.804297301111076,-0.4417857333559229,-0.5293202381251795,-0.2721179233516102,-14.513470027807672,0.0,-1.65445605203037,-9.70637425280533,-9.437811717120542,-0.6860080652290321,-0.7908883520820577,9.63400790401744,0.029609344079952898,0.32418483938329085,3.2438017946431915e-05,8.917147392170182e-07
0.029051004879812513,0.45957785757219216,0.01940071098268462,0.005496325689372976,0.17620396068373653,0.029713204507763467,0.0,0.0822623120118487,0.0671795446554868,0.00029378440302371385,0.06971026326398348,0.04653284347738025,0.00034517476128718955,0.004007957894332222,0.0004775290222142824,0.0008117081065443508,0.0011961823349992498,0.0002599032543722322,0.0,0.00035812737976085305,0.0028898716703106694,0.000373103359714617,0.0038029816389253623,0.0009395993098256878,-3.3124537353025882,-6.030780599248468,-0.45425176168297327,-0.558258160636383,-0.2911347074419371,-14.671086624667435,0.0,-1.5983640911288814,-9.846655157892615,-8.909615804332377,-0.6716610045286231,-0.7533629033822311,10.309476981253384,0.028488666834800058,0.314579610161231,3.095749537166213e-05,8.805895537468153e-07
0.029731648994111997,0.43536185558497387,0.01955924986753872,0.00580785251301252,0.17849605537154642,0.031216920305940348,0.0,0.08401684148864659,0.06541794002059284,0.0002908490183866522,0.06699450525591373,0.045659702215780286,0.000321469234531889,0.0038965204569789626,0.0004525300711443668,0.0008343077908958095,0.0011965076137613866,0.00026669135295986104,0.0,0.00036515231830967196,0.0029985167275008292,0.0003541043996777426,0.0037996901191977997,0.0009084091752414,-3.61574701207523,-5.605634315514606,-0.4454749112650291,-0.5215395703199823,-0.28393260645623436,-13.918448809655548,0.0,-1.7443998210334593,-10.140182781057748,-8.943941530074158,-0.6883616562654781,-0.7625226032082802,9.802530420229395,0.030453412867194888,0.3159011962812222,3.082370807375135e-05,8.826526692599756e-07
0.02922005193782267,0.45141225481401676,0.019268503917411903,0.0055163433807918875,0.18503783147563804,0.02900879284722071,0.0,0.0782032799311152,0.06689609345074578,0.0003061599552586817,0.07038853276285485,0.04434416879234574,0.0003439884603511217,0.0040140671943349185,0.0004523564108322045,0.0007822776629234148,0.0012168541537844928,0.0002653881695439367,0.0,0.00034375455313840486,0.0029560715844560814,0.0003782996079685209,0.0038969951923411342,0.0009611689190079715,-3.3192180379052525,-6.163067335159405,-0.4525494498830833,-0.5629002169579352,-0.27062431618325167,-14.496750161872878,0.0,-1.6012561718419092,-9.27798165442981,-9.102052027115006,-0.6979133577753869,-0.7868746473717751,9.56176149726422,0.028424771538488915,0.30810184451087136,3.020352623702453e-05,9.264697229028131e-07
