cfall(0)_pft0,cfall(0)_pft1,cfall(0)_pft2,cfall(0)_pft3,cfall(1)_pft0,cfall(1)_pft1,cfall(2)_pft0,cfall(2)_pft1,nfall(0)_pft0,nfall(0)_pft1,nfall(0)_pft2,nfall(0)_pft3,nfall(1)_pft0,nfall(1)_pft1,nfall(2)_pft0,nfall(2)_pft1,krb(0)_pft0,krb(0)_pft1,krb(0)_pft2,krb(0)_pft3,krb(1)_pft0,krb(1)_pft1,krb(2)_pft0,krb(2)_pft1,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.003891008279971971,0.24215528938808653,0.08166066373426566,0.04764908674831019,0.006145893936549737,0.0019747623629406464,0.0071637332904678636,0.0020919038267802306,0.01109967845305031,0.0286403554812504,0.0010231257689212077,0.0036632326231909665,0.0010302501209500882,0.0009753652101030764,0.010903000312118329,0.008278332084246793,-2.53866326438982,-3.4972587638127495,-0.9775294569741069,-3.468693066240911,-4.728387160064161,-5.9954849911255925,-8.00303414901365,-6.5074970510781345,2.2465104215707683,0.13195233508100163,0.0033092104281494425,0.0014115969272934965,2.0755858707114135e-06
0.0037656346203982214,0.2352028277711637,0.0787111973899795,0.04959749492154171,0.006243057714744482,0.0020516530050199255,0.006965070243796414,0.0019913692228905083,0.010979983721143446,0.028150111190681493,0.0010352771966610952,0.003510848006627405,0.0009706842790839259,0.001018863780697358,0.011437405985206121,0.008129580315837524,-2.662937098508298,-3.4449238965883278,-0.9782070616556849,-3.6048899817735673,-4.700476767716758,-6.011618837974746,-8.414095408719957,-6.093244897531223,2.110762649472574,0.13809456389604374,0.0030494267765089635,0.0014778731402536173,1.9639172789317017e-06
0.00395269178815247,0.2439059878982752,0.07983065099688091,0.0506554539188218,0.006059846152588187,0.0020678127709797007,0.007366416686448277,0.002121971718230195,0.010712533386124174,0.02890584418451519,0.0010169951778099353,0.0035444585866799025,0.0009927557799071498,0.000957564917505864,0.010864001357833369,0.008172003186154693,-2.6594062833708936,-3.498452303942334,-0.9525287969326737,-3.465372084773395,-4.735750849822939,-5.92598690221496,-8.316811728295155,-6.100155854753383,2.2600386455938226,0.13203030778818917,0.0030896317489593345,0.0015427669016686923,1.9504007197960167e-06
0.0038115110103857015,0.23443416784461982,0.07746055183786468,0.050795018785234895,0.006015748534011182,0.002063295649377686,0.00722078575317964,0.002025067208440351,0.011502688112490224,0.026832037539303542,0.0009929141247561727,0.0034559292636374386,0.0009976041758381045,0.000984160864541123,0.010965068229615415,0.008223467394161011,-2.73967288498439,-3.36739254280611,-0.9980227538056177,-3.6272957902549443,-4.686587352878148,-5.648127411038199,-7.817288713579189,-6.106373070097418,2.2182507197696215,0.13671099333276251,0.00314766298784811,0.0014980843863494973,1.9574781519098383e-06
0.003713071803936414,0.24973763439713087,0.07546549324864307,0.04932902461951079,0.006507662759079734,0.0020112733394854775,0.007410167260014863,0.002098048845609328,0.011129927280246083,0.027733714337137866,0.0009854731678207074,0.0034888972911831075,0.001042002427270742,0.000982465812318782,0.010909489148014923,0.007908378406749272,-2.656371334731872,-3.3032880618547336,-0.955954497657746,-3.5554729925664246,-4.8848382954388345,-5.763291861531208,-8.518856998071428,-6.256902553637369,2.219040353744261,0.12985702166169028,0.0030448649860318868,0.0014503657368613399,2.0836431563991627e-06
0.0037316876878511294,0.24021782498560643,0.07762904742227966,0.05003473714450756,0.006177911463965107,0.0020370853044585843,0.006951276694578556,0.0020243309852950478,0.010951316931205065,0.029195646822038818,0.0010397748976480482,0.003637421538586307,0.0010077264731518545,0.000991191822244797,0.011369372029959116,0.008081391198534007,-2.718575610336739,-3.3956535285063176,-0.9513694460733424,-3.4883088425636832,-4.668859726978944,-6.039982676929718,-8.14221257710577,-6.209353819608977,2.2401059250406945,0.13359192468059963,0.0031216888304973107,0.0015179988849887448,1.938086687799186e-06
0.003697540568379759,0.2486746596281385,0.07784885150097481,0.04750153245808055,0.006521564970961337,0.002107516483027023,0.007455322911529458,0.0020798010720834126,0.01088683907853535,0.028367387999689825,0.0010267626006676327,0.0036420188850430635,0.0009543233308829791,0.0009870012497759089,0.011154060203816273,0.008213110235931432,-2.7073803197416857,-3.4251840807510647,-0.991361941541333,-3.385528933889795,-4.968961007691423,-6.050358313490559,-7.886554486149712,-6.226667021171634,2.2202979509850334,0.1390797567736674,0.0031975929960207823,0.0015299632740793606,2.068748296078797e-06
0.0035912998568746243,0.23498026109470124,0.07566475575231059,0.04710372043629064,0.006158483490352055,0.0021145913085574663,0.007392416129558515,0.0020250509312026155,0.010742461468424518,0.027449711440816635,0.001036430466557121,0.003565431220230525,0.00098877762557438,0.0009692637244207182,0.01050633993578821,0.007919636893090106,-2.7946349558587626,-3.443198142563386,-0.9974067811886996,-3.63866539861589,-4.647183517456179,-5.688580630509641,-8.393303241877504,-6.002811813337948,2.2715134154843724,0.12957657303073244,0.003051483616216988,0.0014253222557752908,2.0400612425292245e-06
0.003678147193674199,0.2443807958982559,0.08206317226197739,0.048082845223196224,0.006404015482537237,0.001986828923751569,0.00693560157519368,0.0020884612068151854,0.010927235486965845,0.02754123703919846,0.001011311778809755,0.003541844782509428,0.0010126018100926552,0.0010125732711766672,0.011112666871276588,0.007937110506531075,-2.67976568258216,-3.3914525385078673,-1.0019696405846477,-3.4975924993120615,-4.916097745187069,-5.711714851523416,-8.590768546689649,-6.378378325738704,2.16931669457123,0.13097323979294243,0.00329842509033655,0.0014370184008492123,2.025816075646394e-06
0.00392916843627533,0.23151563360659982,0.07839298094760107,0.047846900748173035,0.006123881501412528,0.002119984771190956,0.007404567030004527,0.002113636199166646,0.011160647328032515,0.028653404101711133,0.0009726034991583967,0.0036776250863159877,0.000984705795365886,0.0009993072200470566,0.011285938629930891,0.008116835729212657,-2.5516264794446597,-3.362397706731547,-0.9982778589308122,-3.3617088657131116,-5.106081111815559,-6.147372945992904,-7.905957315420411,-5.927316210016825,2.132044863660759,0.13726417465892157,0.0032316856538002264,0.001494148869575615,2.0223500497971574e-06
