nmax,nmax,nmax,nmax,krb(0),krb(0),krb(0),krb(0),krb(1),krb(1),krb(1),krb(2),krb(2),krb(2),cfall(0),cfall(0),cfall(0),cfall(0),cfall(1),cfall(1),cfall(1),cfall(2),cfall(2),cfall(2),nfall(0),nfall(0),nfall(0),nfall(0),nfall(1),nfall(1),nfall(1),nfall(2),nfall(2),nfall(2),micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
2.4488859494741457,0.7210992871422841,1.4324791518535966,3.4739385185637808,-11.876902927744197,-3.5437499889633863,-2.6762634114070956,-5.110524839867043,-5.111164195942063,-6.441293796589305,-6.1122152453379055,-7.632564282226094,-3.6163549242801474,-2.7583043074326303,0.020331832431134914,0.04648034164729648,0.017647636037327167,0.005012378215816119,0.000746882265401887,0.004210228530285158,0.003033555868416714,0.0018315038335238879,0.006658658361003948,0.019732723686587385,0.011947283981060444,0.06171105576835808,0.041708597263280946,0.007110106451273665,0.03330496807724474,0.0011455740495263996,0.006569904153735934,0.0014505786185530938,0.005069477344282198,0.008735268309143786,0.14442572205642892,0.649429032931337,0.5784722123812288,0.0012093066863648045,5.754091659979369e-07
2.465157818447421,0.6639206382042897,1.3993247674155778,3.279829651263635,-12.803464094556903,-3.581472253247206,-2.8455062396191146,-4.837173560512079,-5.070154418715972,-6.339474186265609,-6.217676560447388,-7.632327193640363,-3.59629648817639,-2.9648176994042297,0.021829137435898063,0.04846991989829321,0.01875937362304161,0.00479424625102596,0.0007291379112539197,0.004104447734231531,0.0029475990992289796,0.0018788486850410016,0.0066445173416062485,0.02065747501830386,0.011828103992032308,0.058685607058124284,0.04318359315758046,0.006845056199732082,0.03399725003648833,0.0011489460772415724,0.0068164765087903355,0.0015408367153944987,0.005140319311213112,0.00794661648991533,0.1423533677126767,0.6430320126623998,0.6035114229144182,0.0012941800636824291,5.409335228229761e-07
2.4448995006789795,0.6634949651072339,1.450834479622583,3.48241455562868,-12.09200457056876,-3.5098259145549706,-2.7470750500803853,-4.843815377759186,-5.1761807262390604,-6.396798764425139,-6.668590580734001,-7.269744680443061,-3.3668579860784056,-2.9005615195713306,0.021547648602095487,0.048294130548333584,0.01848774092391821,0.004996897798182196,0.0007537095087695259,0.004268842637894176,0.002857625738023229,0.0018254993711287278,0.006481371846266979,0.02027282082252756,0.011777227177291592,0.06005142414698821,0.0447525358378822,0.006921997482695701,0.03270426364601758,0.0012306661366251657,0.0063237188075695545,0.001436546986474319,0.005188568270044297,0.008076780996144346,0.1439298276023275,0.6494115839125583,0.597870821634115,0.0013068040343636525,5.821574723448e-07
2.402269374603737,0.7170865708958084,1.405507913868191,3.5457594133764374,-12.787192298905897,-3.603207275314674,-2.690814538867749,-4.7958720351331765,-5.023116541044885,-6.510667317297093,-6.651589034450573,-6.9305681031572375,-3.503761555902148,-2.816544724894253,0.020416426401988534,0.04617535376320168,0.017707707308526527,0.00522145485195626,0.0007387048604879607,0.004308079967349648,0.0030609056876685532,0.0018740896244520658,0.007120811816250253,0.020924894589884224,0.011702138754990437,0.05998349103535431,0.042143776732212104,0.006947236751008002,0.03147172692626996,0.0012131477200775875,0.0065017413650987595,0.0014327218126874985,0.005182682626045404,0.008701310280668121,0.13440595409120423,0.6076283769417471,0.5893777128563762,0.0013211919572179358,5.504261228403998e-07
2.522689615756658,0.7080517534576815,1.363269256158936,3.5185064239224797,-12.137373253244682,-3.718556239827844,-2.8373883190130504,-4.947636919248856,-4.85268662364753,-6.521575874716809,-6.3049408017118544,-7.061471994081494,-3.3392712995441673,-2.8658135958654607,0.021372885159868793,0.04567962157885371,0.018021767504938703,0.004863247887598969,0.0007629169938387905,0.004159977564472147,0.00305728132143074,0.001878479715797102,0.007096976392340979,0.019275041888291985,0.011809279621260311,0.05768084112744353,0.04482618255859781,0.007367910940900497,0.03220120737146002,0.0012191980855241014,0.00670619443013079,0.0015082801217399194,0.005315714806528683,0.008144188515192777,0.13238481819572143,0.6550245927510596,0.6136246653726365,0.0012767707836164317,5.559051831942516e-07
2.44260397450394,0.7055909418420464,1.4555954363933608,3.5731577299472006,-12.644246921404878,-3.7221256141386236,-2.6835591901986136,-4.763182956048644,-5.261668419394701,-6.377156736645201,-6.104904507137876,-6.999472754749337,-3.5572256191878195,-2.699437489812326,0.02028769690797675,0.04823392218895962,0.018345411355846847,0.0050759806297513005,0.000731265052071434,0.00439123706517944,0.00292117472624904,0.0018668259426502607,0.006967614155480256,0.02029926579809443,0.012419068092593013,0.06094567735380206,0.04329372699434252,0.006811509085157946,0.03256346215009613,0.001171824284121807,0.0063335932681964045,0.0015709515832128668,0.005243341794073383,0.008687750920128067,0.13980971303876225,0.6485731121231239,0.5901555884932063,0.0012696898894629213,5.645772497007658e-07
2.404420260973915,0.7053491959530438,1.3693081307417196,3.27636469245242,-12.478930923965818,-3.551499619342387,-2.923328403618816,-5.153786788462275,-5.269921381451547,-6.228070139861185,-6.108923147811533,-7.602244232126452,-3.47486445191106,-2.972529968608402,0.021973601951887432,0.04969444538624333,0.017630008005725253,0.004942548864300963,0.0007784054776980677,0.0042212764622172,0.0029008478240058278,0.0019107922398670864,0.007096585246429331,0.020392059593349946,0.012084073404107238,0.057583058962624604,0.04349453107480643,0.007447938233574028,0.03181227725028053,0.0012021995582836482,0.006745292496753171,0.0015361152926631307,0.005404418342727492,0.008529276694213222,0.13606097788683263,0.6169962861886631,0.6082523081732323,0.0012990742877295768,5.857395859997758e-07
2.582483657034005,0.6907826255214047,1.400212281256208,3.5426135415645708,-12.484455634856651,-3.744121843953577,-2.882821947442108,-5.12227263351606,-4.978025549366877,-6.231492843115804,-6.159336405377838,-7.347066222786211,-3.33757979582886,-2.8302298371496186,0.021089553732885912,0.04697539801021577,0.018163499869024217,0.004765250124969525,0.0007172085837939408,0.004438718241083653,0.002958057192423379,0.001829141497403858,0.006815125416837267,0.020539987106197224,0.011658985232996213,0.060737342854914,0.0412169940994732,0.006781694022029712,0.03310347028417489,0.0012048762145932127,0.006589329435973834,0.0015339137000583993,0.005552201602115143,0.008373627091179798,0.1355567993265892,0.6485967302704283,0.5764791028244624,0.0012523103990089103,5.41182785545838e-07
2.3622869843670333,0.7219227406127767,1.4470372168717087,3.507415126896232,-12.188012121629553,-3.5500990154660004,-2.7038023719479036,-4.806869748795145,-5.084908692341297,-6.445410027223739,-6.522846715852784,-7.129571810873593,-3.659202848232118,-2.9075627243415982,0.021114143510273943,0.04853625958192489,0.01785528011237002,0.004873865494750579,0.0007411691454345748,0.004410873827499679,0.002854318046588927,0.001827053801696314,0.006491281796574791,0.01908145760463794,0.012426552700813208,0.06122194715628014,0.042888947465075496,0.006814462254062211,0.03297233238788555,0.0011968166124936678,0.00628758121544151,0.0014900777473856959,0.005246207509230608,0.008456850681971653,0.13986429238197348,0.6013541526156388,0.5826021442629618,0.0012758583493799938,5.65177198609775e-07
2.568409480614704,0.7009498605817072,1.3528108197914,3.292275649105748,-12.475175712193769,-3.4962296509687754,-2.8240171627565696,-5.147033509022504,-5.098189934005195,-6.239435223436315,-6.511991036239991,-7.259566357168316,-3.5159658762605774,-2.9653760056925327,0.020760815539381628,0.05021371470635479,0.018729631155520916,0.004847895567394648,0.0007196159698258124,0.004128334540592293,0.002855466547695465,0.0018229441625436263,0.0069244446059231225,0.01914237729692046,0.011782770756352513,0.06206925186581673,0.040950069323664046,0.007323272622638145,0.03228012075675222,0.0011541797793145987,0.006627879157486698,0.0015193414270169825,0.005500060167169338,0.008556519392620048,0.14218803683931092,0.6162681780719923,0.5709689330830037,0.001291577458706748,5.823361627686005e-07
