cfall(0)_pft0,cfall(0)_pft1,cfall(0)_pft2,cfall(0)_pft3,cfall(0)_pft4,cfall(0)_pft5,cfall(1)_pft0,cfall(1)_pft1,cfall(1)_pft2,cfall(2)_pft0,cfall(2)_pft1,cfall(2)_pft2,krb(0)_pft0,krb(0)_pft1,krb(0)_pft2,krb(0)_pft3,krb(0)_pft4,krb(0)_pft5,krb(1)_pft0,krb(1)_pft1,krb(1)_pft2,krb(2)_pft0,krb(2)_pft1,krb(2)_pft2,micbnup,kdcrawc,kdcsompr,kdcsomcr
0.001856835270260062,0.0749129016286428,0.06734585133255916,0.013533676536614974,0.016081732666285667,0.03902470462034316,0.004502477004208342,0.0038453273612718184,0.0033306993695821916,0.01329641840324807,0.023530442724620185,0.0030087788610700266,-6.180128455699327,-3.0049659059795957,-3.4226127875475982,-4.818654749564798,-3.541390191224227,-3.548450334608607,-4.77142059023643,-6.5965686471854585,-4.98716650976449,-8.368850386352962,-3.1251311011110197,-6.507508792938854,0.4555482556383481,0.6105135725704965,0.0020684635901902296,9.581091665748035e-05
0.0017970029181088494,0.07709103393954193,0.06448953264512386,0.013650712723986505,0.016570702334452334,0.040518298749547495,0.00444965609538494,0.003976714045485393,0.003293971108971223,0.01288751026953607,0.02380642173219382,0.0028862595037303968,-5.824651042287498,-2.822733277496143,-3.4395821670858995,-4.811174179881034,-3.3347201883138333,-3.6063107714436025,-4.774027281929558,-6.84792914163743,-5.041150529437411,-7.841639823733462,-3.2825267467698085,-6.259077727202212,0.44968817774505826,0.6164182709841263,0.00190482490480195,0.00010480483595882423
0.00188633431520347,0.07275381937335437,0.06491894610937331,0.014389364661889874,0.01634482804144241,0.04082012696161054,0.00462916549487967,0.0038377910221191005,0.003215781780326231,0.012857255123699682,0.022648946595873073,0.0029125804619156625,-5.821374876911965,-2.9034786397199017,-3.5854700165571276,-4.725104837785559,-3.5013831223347736,-3.4954357091727077,-4.661648205946892,-6.5905817014139965,-4.960152908440168,-8.25494326580856,-3.2462821814444043,-6.109753705635498,0.4498329586197032,0.645162400498952,0.0019024814958290732,0.00010177098305967674
0.0018197806106786411,0.07539870733500145,0.06586931339887316,0.01443153757620618,0.01584315785844302,0.04038771669996351,0.00449358667728941,0.004092265571995316,0.003450486358692303,0.013076079626711054,0.023386459193213777,0.0027967846906195894,-5.960937781994112,-2.8706643562676164,-3.410666271644662,-4.748984805634339,-3.496899436646605,-3.5497587599804628,-4.68433237808995,-6.889804749198468,-4.997685580229036,-7.8566940790150355,-3.2128545835493627,-6.410526018955907,0.45419523921252797,0.6167363231490386,0.0019527325216713723,0.00010253350443188793
0.0017722382417018315,0.07249608962452055,0.06391550462483465,0.014016720649396663,0.015722120269580697,0.04073175988447244,0.0045399485996060075,0.003908069442492785,0.0033405369507680475,0.013124773778235035,0.02285441707749783,0.002868480377348413,-6.06683736872754,-2.8744664101000574,-3.5659599197135443,-4.778757559560396,-3.5195060873724757,-3.418646605988917,-4.842435845081221,-6.755507651919901,-4.942309464752442,-8.022447866918004,-3.323273721455348,-6.258743763333144,0.46041952394598573,0.6390399363677466,0.0019987829079667354,0.00010312875826029217
0.0017826597643785373,0.07723128386732572,0.06407106307599027,0.01364411818295731,0.017022574617869567,0.03973983260016828,0.004656657368857392,0.004048141830097892,0.0032875926458568894,0.013420177610688009,0.02268191012461277,0.002988367415069049,-5.8418922021608015,-2.932747172912436,-3.499246219332498,-4.600252775802875,-3.4932621417681693,-3.3482086076634774,-4.86841718898105,-6.8913406179279,-5.1555582685717685,-8.404785978497356,-3.179812519282304,-6.2102138773157005,0.4399062507330041,0.6231964303386787,0.002002467101220879,0.00010151639519405295
0.0017648175462733867,0.07116479367510956,0.06426720086976802,0.014219412450377176,0.016172647341630812,0.04023626358407911,0.0043693198191168915,0.003907101372806326,0.0031994476390002145,0.012450185872844473,0.023903622161765947,0.0029920320339478614,-5.9870773001643505,-2.9266862838216334,-3.4362436200860875,-4.772392649948489,-3.5737191023367147,-3.445516883187173,-4.890361854708938,-6.428563311009795,-4.924973186332164,-8.420897991829717,-3.075154113668205,-6.2291832755526375,0.4318478736935998,0.6242959840246086,0.002061259429381731,0.00010171255201172426
0.0017130663829017909,0.07431619387948589,0.06299075118013002,0.013492326019980266,0.017051650497467118,0.04158952274595004,0.004684924537628793,0.0040113937500159,0.003268691700287119,0.012497322278704653,0.023608831867618002,0.002850488881943066,-6.251162119741772,-2.9140062039767196,-3.4865265514604173,-4.606972792849906,-3.559256632949923,-3.44168010504443,-4.871594812802974,-6.9104387673977765,-5.242812333573572,-7.912627815417357,-3.3525271733528834,-6.000536372142897,0.4714680515349149,0.6496082464921356,0.002020783408793516,0.00010102031630746421
0.0018744457451784723,0.07687522374278355,0.0676770540705436,0.013374694059192796,0.016117457836872268,0.04175082073935456,0.004333133502527543,0.003907327637246233,0.00322446569117418,0.013232766549655994,0.02383115110836759,0.002910340838538771,-5.8773566272572735,-2.8578792189512043,-3.538268402730197,-4.74260757972403,-3.6743412258341426,-3.4137441186354103,-5.001520833252157,-6.646497253324837,-4.90250358064313,-7.948578269194351,-3.076517209610771,-6.108424272101095,0.4378363382630915,0.6047168984468134,0.0020519941578635527,9.969308746219723e-05
0.0018018817192169293,0.075557009201834,0.06470827482137222,0.013673180801693744,0.016113000192456622,0.039228939318594995,0.0046461021111450125,0.0040298810464956085,0.003279984785876695,0.012885812070758056,0.023175982474475696,0.0030206090406978145,-6.04954443855128,-2.98779242890145,-3.521084843792017,-4.616686752605599,-3.5252122470543883,-3.510570482182991,-5.098652281385523,-6.782383013312926,-5.388931267649463,-8.557556622442974,-3.084074815065521,-6.377369791807418,0.4381550365188655,0.6416639488177465,0.0020374561933670324,0.00010393965952449754
0.0017784599993526978,0.07051656817953221,0.0661633233164905,0.014114190068968394,0.016748589779433196,0.04185523904134141,0.004636794892490531,0.003994201090242975,0.0031984906589584776,0.01355515792315251,0.023502032759779495,0.0027800024262507653,-5.719901683591734,-2.9484058889192513,-3.3093348876619064,-4.7185549052166005,-3.5576568957379013,-3.4793300780385326,-4.658391734500914,-6.742982539582861,-5.000156255572866,-7.954393806441784,-3.0843824864663056,-5.923228180964418,0.43499186973783477,0.6646051465393403,0.0019511782173926668,9.57234842090668e-05
0.0017129623538401798,0.07104688791668323,0.062291119432485685,0.01377124497410392,0.016912664898652424,0.038032945699635036,0.004291831113323921,0.004075442698590539,0.0033488351567188303,0.013175080064499311,0.02194119022339841,0.002763050981696517,-5.730768973206319,-2.934042953192616,-3.446903459104335,-4.620423910239683,-3.3476163085431554,-3.460003886043884,-4.837983275214262,-6.373704401466674,-5.353461421004938,-8.141714705847988,-3.0989808233989593,-6.070446387625454,0.44377722437400285,0.6404847602045287,0.001979877976646311,0.00010390192828793302
0.0017480102319411331,0.0718964700545547,0.06486225701832986,0.013660603490364843,0.016828996833974343,0.03958815110296206,0.0046539250624162845,0.004031501143297562,0.0032970055561579717,0.012747005598231437,0.02331835528302325,0.0029643687317398347,-5.937331039148311,-2.990941886190192,-3.287704752072736,-4.655847081439988,-3.540359780297788,-3.3491774330641992,-4.970700997568456,-6.740930588043556,-5.134969693440503,-8.360248232720199,-3.0879761136229287,-5.995057010871728,0.46726851633669164,0.6118199580477364,0.0020297272947663782,9.884438246320491e-05
0.0018601542818536276,0.07134283009412368,0.06548586527259512,0.014531045861033473,0.016785701784695017,0.038065271232995836,0.0044034049985794054,0.004157692047060616,0.0032973417934927746,0.012641871152762621,0.023890412801806028,0.0028744860595840927,-6.0779980848422195,-3.002771772693301,-3.535494402745935,-4.507416059739258,-3.4783837092731464,-3.6618208274336466,-4.965052241017389,-6.678985129970676,-5.18017180392566,-7.849512041037998,-3.151252623867359,-5.943450963009484,0.4648638311407107,0.6561730261469253,0.0020943833524980668,9.640739497992691e-05
0.0018530986048024736,0.0714853695307298,0.06223650288211999,0.013970852869915394,0.015791804912992816,0.0392976326390175,0.004577822152421255,0.004021379544474544,0.0033268364611563285,0.01330376236023051,0.022164952509305575,0.00277829285898561,-5.7848282300727565,-2.9098902605969927,-3.467036175882273,-4.590748077794857,-3.57052858715442,-3.4690701376026234,-4.960159248125848,-6.48160880536173,-5.3108826180401945,-8.024540025274508,-3.260464054267007,-5.9806913533406885,0.4512606504609785,0.6101660455107688,0.0019434022469566401,0.00010326858020305124
0.0018035665301455507,0.07034935240244074,0.0669817923647555,0.013344759019246758,0.01628783382364199,0.03837701119949008,0.00435483239512613,0.003939969750386788,0.0033466020159568944,0.013457801604315728,0.022959168139319048,0.0029426283044605922,-6.106403264811901,-2.8496378470862456,-3.5699408062231583,-4.479249884494196,-3.3267538337334144,-3.3984735705347617,-4.761249834790379,-6.5987668009179625,-4.935144781926704,-7.856242693405531,-3.278904078736963,-6.251139116000843,0.44645724549169097,0.6304589382691508,0.002002644524660508,9.72607935377068e-05
0.001727778110303126,0.07728648653677048,0.06338932538266383,0.013904928768423242,0.016214141316775187,0.03957812696296734,0.004639310511002625,0.003823091471237346,0.003148565635738179,0.012545982419386478,0.02342075421884503,0.0028161669181565037,-5.759022627009806,-2.8920694055391056,-3.522656485898486,-4.436984784462,-3.3405772898945556,-3.520808514960097,-4.964839301727716,-6.514757115293341,-4.981555213094219,-8.373791457676885,-3.195800522794036,-6.410127021689994,0.4348378251103353,0.6085723249128174,0.002033566649960393,9.996333055505303e-05
0.0018123824208285998,0.07428440816643166,0.06596584822611717,0.013581144876977912,0.01573198163742976,0.04140987280230066,0.004389327767195492,0.00413444516705811,0.0033730673057209507,0.012464939651857522,0.023960974610015826,0.0028946346957922768,-6.190697622936718,-2.913709638165351,-3.50561521442683,-4.445293566998435,-3.528165312745542,-3.65620596642659,-4.662148331686256,-6.9422293906179275,-5.0694283850346755,-8.24673077389173,-3.1189122318142166,-6.502803506959921,0.4562216349024298,0.630551502743382,0.002006164410113175,9.590860070849541e-05
0.0017749142824630935,0.07306583799074906,0.06510452864127554,0.013347875686494908,0.016387880438286963,0.04058799134668904,0.004480542176233037,0.004193635286424207,0.0031608564500549214,0.013013828275905262,0.0229176364657143,0.002995903511377646,-5.991993086928158,-3.0292229354617537,-3.2841291833643522,-4.6212727580540784,-3.6488716060320585,-3.5705507579895097,-4.742886838290527,-6.578675851143337,-5.340277507695266,-8.002611517643086,-3.0683442425098577,-6.038879631745207,0.4346689247379616,0.6178997598584454,0.002038016702332032,9.869363621553219e-05
0.0017702994335007213,0.07672189043369745,0.06182206300720842,0.01422253506222946,0.015749281116359776,0.03904363150240019,0.00456514222403276,0.004171499375688568,0.003261162385798019,0.01302719481014251,0.023605399373531885,0.0027551193762572032,-6.015543252910215,-2.974307885613576,-3.324002420743639,-4.42161810227943,-3.561339416287393,-3.3390852108618905,-4.64518656278145,-6.4321897525449145,-4.931626006862606,-8.60855115559605,-3.1997675941982653,-5.970164661779214,0.46837251908494115,0.6438230225669549,0.0020171100637634996,0.00010081386047487923
0.0017458995333558987,0.076569736526834,0.06291797531544913,0.013748699094730987,0.016531737572751663,0.040187504357853454,0.004307213444784317,0.003954257434507295,0.003217192330688774,0.012541205116457753,0.02222313810352108,0.00286907118574956,-6.046868971215564,-2.9230818589191445,-3.523934530618663,-4.567103617039516,-3.569027333575112,-3.4902965881478325,-5.0886311983958645,-6.469704502272273,-5.00855623645222,-8.550023184083912,-3.335231853242963,-6.477692691573164,0.4413585513030612,0.6624287885117394,0.001929457503174464,0.00010346853887948987
0.001775864480691299,0.07387000504245689,0.06733088561191783,0.013411073282270862,0.015819598747513375,0.04126832569923305,0.004434796753956038,0.004139071383813292,0.003327512613816421,0.012737212321939232,0.02296320507168681,0.0029657980751955607,-6.043048742924317,-2.8840023142019438,-3.4343704540485875,-4.809938442779016,-3.431853195485078,-3.3462052716370194,-4.7425992697306585,-6.526476079311138,-5.070636694149285,-7.985117102723032,-3.250004027389221,-6.135822610642039,0.459229131687575,0.6185880637827389,0.0020973064366776447,9.539459738538377e-05
0.0018204055070423415,0.07365621551052888,0.06488740315484513,0.013490286498424712,0.016578565593582312,0.0394332640647104,0.004357612656844384,0.004062605731883754,0.003375187744028926,0.012749853612727562,0.022690788539733237,0.002851692894568389,-5.997857408422012,-2.813983370188761,-3.35095695493671,-4.664329635386375,-3.5491347804895184,-3.363561086996594,-4.9707725582846285,-6.534247637470196,-5.023328092978918,-8.203230720598144,-3.0691518004019955,-5.913499628057256,0.46708105423108426,0.6198429680104889,0.0019733210979153842,9.974137863046298e-05
0.001842034810389047,0.07493480864806071,0.0640380144973797,0.014022876735603991,0.016591809329093384,0.04198967471784219,0.004444651315227335,0.004117879769624367,0.003196919157759242,0.013543929851293875,0.022571305400727264,0.002825979447248475,-5.891904605488345,-2.8967259989044565,-3.605072256439099,-4.5203916362451615,-3.5708853898836295,-3.657575977808801,-4.9912471147857325,-6.701393088101589,-5.230979205123053,-8.050014053310385,-3.257685387430767,-6.278138491583193,0.44611145916166434,0.6537535103364083,0.0020000112850370117,9.550294505957282e-05
0.0017151744625550712,0.07326934380072718,0.0648705881527322,0.014479539361592086,0.01605916796451742,0.04075077326182501,0.004564338094106033,0.003933967349832637,0.003260684746313707,0.013150424105639408,0.02291684932012152,0.00284425677468125,-5.853141021258331,-2.832973611599134,-3.455685362810633,-4.802993729984872,-3.5766075840312372,-3.427833729853444,-4.733373986763527,-6.416082158958238,-5.310473687700546,-8.47341229600931,-3.24317056840824,-6.01902077529651,0.4720635746797735,0.6159228577748225,0.0020954103581034417,9.517659452182397e-05
0.0017208814616563731,0.07096496987833438,0.06710012056553942,0.014498119756467035,0.015670456218081705,0.041831818773391025,0.004346833929551352,0.004093770689400192,0.003332688939631261,0.012682960057055813,0.022987650937605603,0.002876213246788831,-5.836878644194618,-2.853456398212723,-3.4306196024904,-4.537170958517077,-3.6687066341353485,-3.5946842183797703,-4.984777745506556,-6.35866356652666,-4.9105039774765915,-8.228011971916946,-3.041431951520472,-6.134999564560235,0.43239601681705236,0.6064622671322351,0.0019387371267559075,0.00010243338680097836
0.0018162733172398455,0.07339564601846463,0.06184887696224845,0.013806446248516378,0.01710465485229949,0.04000351566662694,0.004404202640986637,0.0038103995677390193,0.003369052770919261,0.012561449857141815,0.022879038745998455,0.0030059961164771195,-5.880441813943588,-2.9691488130615826,-3.498138532026542,-4.626807415131996,-3.4051752019923005,-3.3369600044354035,-4.637954343970429,-6.7262734910246325,-4.9929244081526125,-8.402877344627203,-3.240655531317101,-6.092630722166382,0.4613028775728425,0.6049682325383579,0.0019238666018920132,9.611558593939508e-05
0.0018199256677847461,0.07412162614375528,0.06558171731026732,0.01378425336769994,0.01575666681717336,0.0413257425455202,0.004503606974318951,0.0038606031358299096,0.0031667664671355612,0.012944459481865832,0.022778440074438994,0.002972549278901888,-5.7823518424098586,-2.9456112919573334,-3.4514573205496344,-4.593004623877261,-3.596204868741591,-3.648775320670234,-5.044956914492492,-6.668748764439752,-4.998775994271629,-8.34299639915876,-3.0962458104247954,-6.245327564390517,0.45122350727607174,0.6219069710980566,0.001985566202339024,9.720309093184148e-05
