cfall(0)_pft0,cfall(0)_pft1,cfall(1)_pft1,cfall(2)_pft1,nfall(0)_pft0,nfall(0)_pft1,nfall(1)_pft1,nfall(2)_pft1,krb(0)_pft0,krb(0)_pft1,krb(1)_pft1,krb(2)_pft1,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.0783528942162929,0.06626539373346388,0.007133823397959326,0.005582053176029807,0.004566711985710274,0.0022252114913749775,0.0018609969171485413,0.02967384856629013,-2.1744722778302124,-3.2690631887152417,-7.082563436322488,-3.736561511740713,0.44690794027839464,0.03040899878186484,0.020340188624583786,0.00015028488034214726,2.8577634070010117e-06
0.07597752941768877,0.062270156030538905,0.006959609627757638,0.005837014559904276,0.004847860771443774,0.002320722396587475,0.0018990775390072662,0.031652798686160624,-2.172955274024853,-3.373765474228046,-7.5613033009648625,-3.941693482711082,0.43400255550385713,0.030103539373303286,0.020065014451611202,0.00015814863150528078,2.988252734842242e-06
0.08010577154252488,0.062091070505249174,0.006660621258180148,0.005663223022966363,0.004703077114786104,0.0023416490118609995,0.0017705442931951823,0.030180748671884992,-2.2071765533393837,-3.327427854546718,-7.658558706819175,-3.9230618523249183,0.4278818943975725,0.03060639723939457,0.019604405644635604,0.00015260319045105533,3.084583427063373e-06
0.08151223899231046,0.0614502184722982,0.006585610693556666,0.005846114559635815,0.004633041792948287,0.0023358149131276745,0.0018374338244396193,0.03125151149195804,-2.1346098650905287,-3.3091724642484,-7.047634063104075,-3.79991030665157,0.4491269014951872,0.030500098052920775,0.02140813998683879,0.00015594117988400886,3.0756462009973996e-06
0.07830826630266619,0.06605135212748327,0.006814266732508361,0.00597890737511282,0.004849597456181305,0.002273284304750705,0.0018367126466091602,0.029649612224199682,-2.131792160443073,-3.4058588382466075,-7.516284115305835,-3.7363954618038595,0.4165566634477726,0.0312821428856242,0.020649949948059305,0.000148871053473146,2.9247954822788317e-06
0.07631138170889241,0.06126006835808156,0.007173060498072051,0.005849693516074704,0.004592586608902292,0.002390255707997501,0.0019108021796379522,0.030528020260740234,-2.146600851198026,-3.169264655947057,-7.488309799869249,-3.8793264444902316,0.43261532041851025,0.030841784956614205,0.020611161244593806,0.0001539099727476169,3.044383460485507e-06
0.07601126436120154,0.06059748008582304,0.006823169786249584,0.005581144100708729,0.004627602714107988,0.002399969868970506,0.0017977583010249357,0.030819929886218945,-2.1145926950858644,-3.315355779920722,-7.27468414253297,-3.613619980610488,0.424824224232752,0.03132872570035012,0.020119901461368297,0.00015690583775937998,3.1495954622725355e-06
0.07439637212579883,0.06095304985023054,0.006658255990605363,0.005821146553069005,0.004634773511098452,0.002246194756536241,0.0019236442300340324,0.031519890250489555,-2.10972593070829,-3.4469940729063904,-7.6959797689152785,-3.798769418667664,0.42601502317795714,0.031098564506370375,0.020274166727207235,0.00014927472894798026,3.0413749387852306e-06
0.07684170473925558,0.06457308141508857,0.006959213827695192,0.005895225186832992,0.0047467888428972165,0.0024055121349236324,0.001822182063005135,0.031103022991619364,-2.2257588652845155,-3.336221980184435,-7.595872094042466,-3.708495074934921,0.435091251751703,0.03049376878333411,0.020435771160037263,0.0001557473242524202,3.021976453289674e-06
0.0809960033256971,0.06235045096662323,0.006840235417426219,0.005638424178239426,0.004641948596085899,0.0021862702771583346,0.00190443403611283,0.03001575760367511,-2.171185130350751,-3.338978662662978,-7.668620160338034,-3.7152598857879013,0.4303074740266642,0.03181176832869254,0.020802625833340502,0.00015789611608757042,3.0230226090896176e-06
